substance_id,name
4050,Conchae
4051,Dermatan Sulfate
4052,Podophyllotoxin
4053,"Selenicereus Grandiflorus Ø, Spigelia Anthelmia Dil. D2, Convallaria Majalis Dil. D4, Urginea Maritima Dil. D4, Crataegus Mother Tincture"
4054,"Conium Maculatum D12, Conium Maculatum D200, Conium Maculatum D30"
4055,Estrogens Conjugated
4056,"Medroxyprogesterone Acetate, Estrogens Conjugated"
4057,"Argentum Metallicum Dil. D29 Aquos., Atropa Belladonna Ex Herba Ferm 33a Dil. D14 (Hab, Vs. 33a), Conjunctiva Bovis Gl Dil. D16 (Hab, Vs. 41b), Echinacea Pallida E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c), Quarz Dil. D19 Aquos."
4058,Norethisterone
4059,"Benzalkonium Chloride, Dimeticone"
4060,Linaclotide
4061,Morphine Sulfate Pentahydrate
4062,"Heparin Sodium, Allantoin, Liquid Extract From Allium Cepa Bulb (0.16:1), Extraction Solvent: Water"
4063,"Heparin Sodium, Methyl Parahydroxybenzoate, Allantoin, Sorbic Acid, Liquid Extract From Allium Cepa Bulb (0.16:1), Extraction Solvent: Water"
4064,"Arsenicum Album Dil. D6, Atropa Belladonna Dil. D4, Eupatorium Perfoliatum Dil. D4, Phosphorus Dil. D6, Kalium Stibyltartaricum Dil. D4, Aconitum Dil. D4"
4065,"Acidum Silicicum Trit. D3, Hepar Sulfuris Trit. D 6, Hydrargyrum Sulfuratum Rubrum Trit. D6, Kalium Chloratum Trit. D4, Echinacea Trit D2, Euspongia Officinalis Trit. D6, Apis Mellifica Trit. D4, Kalium Bichromicum Trit. D6, Lachesis Trit. D10, Atropinum"
4066,"Apis Mellifica Dil. D4, Teucrium Marum Dil. D4, Thryallis Glauca D4, Kalium Bichromicum Dil. D4, Verbascum Densiflorum Dil. D1"
4067,"Teucrium Marum Trit. D4, Apis Mellifica Trit. D4, Verbascum Densiflorum Trit. D2, Kalium Bichromicum Trit. D6, Thryallis Glauca D4"
4068,"Nitroglycerinum Dil. D3, Secale Cornutum Dil. D3, Aconitum Dil. D3, Atropinum Sulfuricum D3, Iris Dil. D3, Gelsemium Dil. D3"
4069,"Atropa Belladonna Mother Tincture, Echinacea Angustifolia Mother Tincture, Eupatorium Perfoliatum Mother Tincture, Aconitum Napellus Mother Tincture"
4070,"Echinacea Angustifolia Mother Tincture, Atropa Belladonna Dil. D4, Aconitum Napellus Dil. D4, Eupatorium Perfoliatum Mother Tincture"
4071,Pralidoxime Metilsulfate
4072,Aloe Ferox
4073,Sodium Fluoride
4074,"Convallaria Majalis D2, Adonis Vernalis D2, Crataegus Mother Tincture"
4075,"Arnica Montana C15, Kalium Phosphoricum C15, Cinchona Pubescens C9, Sulfur Iodatum C9"
4076,"Convallaria Majalis Dil. D 2, Crataegus Mother Tincture"
4077,"Glycerol, Ipecacuanha Liquid Extract, Standardised"
4078,"Cetylpyridinium Chloride, Benzoin Tincture, Capsicum Tincture"
4079,Glatiramer
4080,Zinc Acexamate
4081,"Ezetimibe, Pitavastatin"
4082,Copper (64cu) Oxodotreotide
4083,"Paracetamol, Grindelia Soft Hydroalcoholic Extract, Gelsemium Soft Hydroalcoholic Extract"
4084,"Grindelia Soft Hydroalcoholic Extract, Gelsemium Soft Hydroalcoholic Extract, Niaouli Essential Oil"
4085,"Soft Extract From Grindelia (Der: 4:1), Extraction Solvent: Ethanol 70% (V/V), Soft Extract From Gelsemium (Der: 10:1), Extraction Solvent: Ethanol 60% (V/V)"
4086,"Grindelia Soft Hydroalcoholic Extract, Gelsemium Soft Hydroalcoholic Extract"
4087,"Paracetamol, Soft Extract From Grindelia (Der: 4:1), Extraction Solvent: Ethanol 70% (V/V), Soft Extract From Gelsemium (Der: 10:1), Extraction Solvent: Ethanol 60% (V/V)"
4088,"Urginea Maritima Dil. D 3, Crataegus D3, Acidum Arsenicosum D5, Digitalis Purpurea D3, Strophantus Gratus D3, Phosphorus D5, Kalium Carbonicum D3, Kalmia Latifolia D3, Selenicereus Grandiflorus D2, Spigelia Anthelmia D3"
4089,"Cor Bovis Gl Dil. D4 (Hab, Vs. 41c)"
4090,"Cactus Mother Tincture, Strophanthus Gratus Dil. D2, Aurum Metallicum Dil. D6"
4091,"Apocynum Dil. D3, Cactus Dil. D2, Convallaria Majalis Dil. D3, Laurocerasus Dil. D3, Strophanthus Gratus Dil. D3"
4092,"Strychnos Ignatii Dil. D 6, Arnica Montana Dil. D4, Nitroglycerinum Dil. D4, Kalmia Latifolia Dil. D4, Kalium Carbonicum Dil. D4, Selenicereus Grandiflorus Dil. D30, Spigelia Anthelmia Dil. D10, Crataegus Dil. D6, Carbo Vegetabilis Dil. D18, Ranunculus Bu"
4093,"Cor Suis D10, Cor Suis D200, Cor Suis D30"
4094,"Cor Suis D12, Cor Suis D200, Cor Suis D30, Cor Suis D8"
4095,"Aurum Metallicum Dil. D9, Cor Bovis Gl Dil. D5 (Hab, Vs. 41c)"
4096,"Aurum Metallicum Dil. D9, Cor Bovis Gl Dil. D16 (Hab, Vs. 41c)"
4097,"Strophantus Gratus Dil. D4, Digitalis Purpurea Dil. D2, Crataegus Mother Tincture, Spigelia Anthelmia Dil. D4"
4098,Viscum Album Mother Tincture
4099,"Crataegus D1, Digitalis Purpurea D6, Selenicereus Grandiflorus D2, Strophanthus Gratus D6"
4100,Levosimendan
4101,Nadolol
4102,"Mannitol, Histidine Hydrochloride Monohydrate, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, L-Histidine, Oxogluric Acid"
4103,"Mannitol, Histidine, Histidine Hydrochloride Monohydrate, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Oxogluric Acid"
4104,"Mannitol, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, L-Histidine, L-Histidine Monohydrochloride Monohydrate, Oxogluric Acid"
4105,Hydrocortisone Sodium Succinate
4106,"Lachesis Dil. D10, Convallaria Majalis Dil. D4, Crataegus Dil. D4, Scilla D4"
4107,"Lachesis Dil. D10, Convallaria Majalis Dil. D4, Urginea Maritima Dil. D4, Crataegus Dil. D4"
4108,Fenoldopam Mesilate
4109,Metyrapone
4110,"Cornea Bovis Gl Dil. D6 (Hab, Vs. 41c), Corpus Vitreum Bovis Gl Dil. D6 (Hab, Vs. 41b), Levisticum Officinale E Radice Ferm 33c Dil. D5 (Hab, Vs. 33c), Lens Cristallina Bovis Gl Dil. D6 (Hab, Vs. 41b), Nervus Opticus Bovis Gl Dil. D5 (Hab, Vs. 41a), Querc"
4111,"Cornea Bovis Gl Dil. D6 (Hab, Vs. 41c), Corpus Vitreum Bovis Gl Dil. D6 (Hab, Vs. 41b), Levisticum Officinale E Radice Ferm 33c Dil. D5 (Hab, Vs. 33c), Lens Cristallina Bovis Gl Dil. D6 (Hab, Vs. 41b), Nervus Opticus Bovis Gl Dil. D5 (Hab, Vs. 41a), Rosae"
4112,Crataegus Mother Tincture
4113,Milrinone Lactate
4114,"Phentolamine Mesilate, Aviptadil"
4115,"Aether Sulfuricus D1, Valeriana Officinalis Ø, Lobelia Inflata Dil. D4, Cactus Dil. D4, Camphora Dil. D2, Ignatia Dil. D4, Crataegus Mother Tincture"
4116,Chlorhexidine Digluconate Solution Pheur
4117,"Ascorbic Acid, Paracetamol, Pseudoephedrine Sulphate"
4118,"Fluocinolone Acetonide, Lidocaine Hydrochloride"
4119,Lenalidomide
4120,Fludrocortisone Acetate
4121,"Diflucortolone Valerate, Josamycin Propionate"
4122,Cortisone
4123,"Hydrocortisone Acetate, Chloramphenicol"
4124,Cortisone Acetate
4125,"Cortisonum Aceticum D12, Cortisonum Aceticum D200, Cortisonum Aceticum D30"
4126,Methylprednisolone Sodium Succinate
4127,Molsidomine
4128,"Phenobarbital, Peppermint Oil, Aethylii Α-Bromisovaleras Stabilisatus"
4129,"Menthol, Camphor, Rosemary Oil, Pine Needle Oil (Pinus Sylvestris)"
4130,Ibutilide Fumarate
4131,"Arnica Ø, Crataegus Mother Tincture, Cactus Mother Tincture, Camphora Dil. D1, Scilla Dil. D3, Strophanthus Gratus Dil. D6, Veratrum Dil. D6"
4132,"Menglytate, Sodium Ascorbate"
4133,Dequalinium Chloride
4134,"Dropropizine, Potassium Guaiacolsulfonate"
4135,"Atropa Bella-Donna C3, Allium Cepa C3, Schoenocaulon Officinale C3, Gelsemium Sempervirens C3, Kalium Bichromicum C3"
4136,"Pulsatilla Pratensis C3, Atropa Bella-Donna C3, Allium Cepa C3, Schoenocaulon Officinale C3, Gelsemium Sempervirens C3, Kalium Bichromicum C3"
4137,"Atropa Bella-Donna C3, Allium Cepa C3, Schoenocaulon Officinale C3, Gelsemium Sempervirens C3, Kalium Bichromicum C3, Pulsatilla Vulgaris C3"
4138,Secukinumab
4139,Dactinomycin
4140,Iron(Iii)-Hydroxide Dextran Complex
4141,"Dorzolamide Hydrochloride, Timolol"
4142,"Dorzolamide Hydrochloride, Timolol Maleate, Dorzolamide, Timolol"
4143,"Ethylmorphine Hydrochloride, Frangula Purshiana Bark"
4144,"Telmisartan, Amlodipine Besilate"
4145,Pancreas Powder From Porcine
4146,Cobimetinib
4147,Clotrimazole Bp
4148,"Trimethoprim Bp, Sulfamethoxazole Bp"
4149,"Trimethoprim Ph. Eur., Sulfamethoxazole Ph. Eur."
4150,"Chlorphenamine Maleate, Dextromethorphan Hydrobromide, Paracetamol"
4151,"Chlorphenamine Maleate, Phenylephrine Hydrochloride, Acetylsalicylic Acid"
4152,"Chlorphenamine Maleate, Ibuprofen Lysine, Phenylephrine Hydrochloride"
4153,"Menthol, Eugenol, Methyl Salicylate"
4154,"Sars-Cov-2 Virus, Strain Wuhan Hcov-19/Italy/Inmi1-Isl/2020, Inactivated, Cpg 1018, Aluminium Hydroxide"
4155,"Menthol, Peppermint Oil"
4156,"Phenylephrine Hydrochloride, Cetylpyridinium Chloride, Guaifenesin, Paracetamol"
4157,"Hyssopus Officinalis, Burdock Radix"
4158,"Levomenthol, Squill Tincture, Liquiritiae Extractum Fluidum"
4159,"Diphenhydramine Hydrochloride Ph. Eur., Dextromethorphan Hydrobromide Ph. Eur."
4160,"Dextromethorphan Hydrobromide, Menthol"
4161,Parecoxib Sodium
4162,"Coxsackie Virus A9 Nosode D15, Coxsackie Virus A9 Nosode D200, Coxsackie Virus A9 Nosode D30"
4163,"Poly(Styrene-Co Divinylbenzene) Sulfonic Acid, Calcium Salt (92:8)"
4164,"Crataegus Oxyacantha Tm, Kalium Carbonicum D3, Spigelia Anthelmia D2"
4165,"Kalium Carbonicum Dil. D2, Spigelia Anthelmia D1, Crataegus Dil. D2"
4166,"Kalium Carbonicum D3, Spigelia Anthelmia D2, Crataegus Mother Tincture"
4167,"Crataegus D1, Kalium Carbonicum D3, Spigelia Anthelmia D2"
4168,"Colecalciferol, Nicotinic Acid, Calcium Gluconate"
4169,"Ammonium Carbonicum Dil. D4, Rhododendron Dil. D12, Gelsemium Sempervirens Dil. D12, Psychotria Ipecacuanha Dil. D4"
4170,"Crataegus Extract From Blossoms, Leaves And Fruits (6 Mg/G Oligomeric Proanthocyanidins)"
4171,"Liquid Extract From Hawthorn Berry And Hawthorn Leaf With Flower (1:1), (Der 1:1.5-1.7), Extraction Solvent: Ethanol 49%"
4172,Fresh Hawthorn Berries Tincture (1:3.5)
4173,"Aurum Metallicum Praeparatum Dil. D15, Cactus Grandiflorus, Ethanol. Digestio Dil. D4, Cor Bovis Dil. D6, Crataegus, Ethanol. Digestio Dil. D3, Onopordum Acanthium, Flos Rec., Ethanol. Digestio 1:3,1 Cum 0,1 % Hyoscyamus Ø, Primula Veris, Flos Rec., Ethan"
4174,"Crataegus Oxyacantha Tm, Nitroglycerinum D8, Apocynum Cannabinum D8, Aconitum Napellus D4, Arnica Montana D2, Selenicereus Grandiflorus D2, Strychnos Nux-Vomica D4, Acidum Arsenicosum Spag. Glückselig Dil. D4"
4175,"Cactus Dil. D1, Leonurus Cardiaca Mother Tincture, Nerium Oleander D4, Valeriana Officinalis Ø, Crataegus Mother Tincture"
4176,Crataegus Dil. D4
4177,Crataegus Oxyacantha Tm
4178,"Crataegus, Fructus Rec., Ethanol. Digestio Ø, Crataegus, Folium, Ethanol. Extr. 1:1,5-2,5"
4179,"Cinis E Fructibus Avenae Sativae Cum Magnesio Phosphorico (1:1) Dil. D5 (Hab, Vs. 6), Cerit Dil. D5 (Hab, Vs. 6), Cor Bovis Gl Dil. D7 (Hab, Vs. 41c), Nicotiana Tabacum E Foliis Ferm 33b Dil. D9 (Hab, Vs. 33b), Crataegus Laevigata/Monogyna E Foliis Et Fru"
4180,"Cinis E Fructibus Avenae Sativae Cum Magnesio Phosphorico (1:1) Dil. D5 (Hab, Vs. 6), Cor Bovis Gl Dil. D4 (Hab, Vs. 41c), Cerit Dil. D5 (Hab, Vs. 6), Crataegus Laevigata/Monogyna E Foliis Et Fructibus Ferm 33d Ø (Hab, Vs. 33d), Nicotiana Tabacum E Foliis"
4181,"Crataegus D12, Crataegus Dil. D30, Crataegus Dil. D200"
4182,"Crataegus Extract From Blossoms, Leaves And Fruits (3 Mg/G Oligomeric Proanthocyanidins)"
4183,Crataegus Oxyacantha
4184,"Extract From Fresh Hawthorn Inflorescence (1: 1), Extraction Solvent: Ethanol 96% (V/V), Extract From Fresh Lemon Balm Herb (1: 1), Extraction Solvent: Ethanol 96% (V/V), Extract From Fresh Mistletoe Herb (1: 1), Extraction Solvent: Ethanol 96% (V/V)"
4185,Cystine
4186,Triamcinolone Acetonide
4187,Pancrealipase
4188,Pancreas Powder
4189,Isavuconazonium Sulfate
4190,Corticorelin Triflutate
4191,"Acidum Hydrofluoricum Dil. D12, Talpa Europaea Dil. D8, Selenium Dil. D12, Graphites Dil. D8"
4192,"Progesterone, Micronised"
4193,Ferrous Gluconate Hydrate
4194,Sodium Cromoglicate Ph. Eur.
4195,Noradrenaline Tartrate
4196,"Apis Mellifica D4, Acidum Silicicum D6, Carbo Vegetabilis D8, Hamamelis Virginiana D4, Hydrargyrum Oxydatum Rubrum D8, Lycopodium Clavatum D4, Pulsatilla Pratensis D6"
4197,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Acetate Trihydrate, Sodium Gluconate"
4198,"Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Acetate Trihydrate, Sodium Gluconate"
4199,Burosumab
4200,"Betamethasone Valerate, Gentamicin, Clioquinol, Tolnaftate"
4201,Daptomycin
4202,Trientine Dihydrochloride
4203,Copper
4204,Coumarin
4205,"Centaurium Erythraea Ex Herba Rec. Dil. D 2, Carbo Vegetabilis Dil. D 12, Cuprum Metallicum Dil. D10, Peumus Boldus Dil. D 6, Taraxacum Officinalis Dil. D 2, Picrasma Excelsa, Quassia Amara Dil. D 3"
4206,Dimeticone
4207,Penicillamine
4208,Trientine
4209,"Cuprum Aceticum Dil. D3, Zincum Isovalerianicum Dil. D3"
4210,"Cuprum Aceticum Dil. D5 Aquos. (Hab, Vs. 5b), Nicotiana Tabacum E Foliis Ferm 33b Dil. D9 (Hab, Vs. 33b), Renes Bovis Gl Dil. D5 (Hab, Vs. 41a)"
4211,Cuprum Metallicum Praeparatum M
4212,Cuprum Metallicum Praeparatum
4213,"Cuprum Oxydulatum Rubrum, Nicotiana Tabacum E Foliis Ferm 33b Dil. D1 (Hab, Vs. 33b)"
4214,"Cuprum Metallicum D12, Cuprum Metallicum D200, Cuprum Metallicum D30"
4215,Tacalcitol
4216,Triterpene Glycoside
4217,Zinc Histidine Dihydrate
4218,"Sabalis Serulatae Extractum (9 - 11 : 1), Ethanol 96% (V/V)"
4219,"Serenoa Repens Fructus, Extractum Spissum"
4220,"Curcuma Longa Rhizoma Dry Extract (Der 13-25:1), Extraction Solvent: Ethanol 96 % (V/V)"
4221,"Sodium Hyaluronate, Zinc Chloride"
4222,Poractant Alfa
4223,Timolol
4224,"Mannitol, Histidine, Histidine Hydrochloride Monohydrate, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Potassium Hydrogen 2-Ketoglutarate"
4225,"Mannitol, Histidine, Histidine Hydrochloride Monohydrate, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Potassium Hydrogen-2-Oxoglutaraat"
4226,"Mannitol, Tryptophan, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, L-Histidine, L-Histidine Hydrochloride, Oxogluric Acid"
4227,"Thuja D12, Viola Tricolor D3, Sulfur D6, Centella Asiatica D4, Graphites D12"
4228,"Benzalkonium Chloride, Isopropyl Alcohol"
4229,"Ledum Palustre Dil. D4, Centella Asiatica Dil. D3, Delphinium Staphisagria Dil. D4, Cistus Canadensis Dil. D3, Ranunculus Bulbosus Dil. D4, Viola Tricolor Spag. Peka Dil. D4, Calendula Officinalis Dil. D8, Echinacea Spag. Peka Dil. D8"
4230,"Ledum Palustre Dil. D4, Selenium Dil. D 10, Strychnos Ignatii Dil. D 6, Galium Aparine Dil. D6, Funiculus Umbilicalis Suis Dil. D10, Urtica Urens Dil. D4, Aesculus Hippocastanum Dil. D6, Mercurius Solubilis Hahnemanni Dil. D13, Hepar Suis Dil. D10, Ichthy"
4231,"Cutis Suis D10, Cutis Suis D200, Cutis Suis D30"
4232,"Ledum Palustre Dil. D4, Strychnos Ignatii Dil. D 6, Galium Aparine Dil. D6, Acidum Formicicum Dil. D10, Urtica Urens Dil. D4, Aesculus Hippocastanum Dil. D6, Hepar Suis Dil. D10, Cortisone Aceticum Dil. D28, Phosphoricum Acidum Dil. D6, Acidum Formicicum"
4233,"Bellis Perennis Spag. Peka Dil. D8, Vinca Minor Spag. Peka Dil. D3, Viola Tricolor Spag. Peka Dil. D2, Kreosotum Dil. D6, Hydrastis Canadensis Dil. D3, Sempervivum Tectorum Var. Tectorum Spag. Peka Dil. D3, Rhus Toxicodendron Dil. D8, Euphorbium Dil. D4"
4234,"Cistus Canadensis Dil. D3, Fumaria Officinalis Spag. Peka Dil. D6, Ranunculus Bulbosus Dil. D4, Viola Tricolor Spag. Peka Dil. D4, Centella Asiatica Dil. D4, Ledum Palustre Dil. D6, Daphne Mezereum Spag. Peka Dil. D12, Smilax Dil. D12"
4235,"Ascorbic Acid, Sodium Ascorbate"
4236,"Ascorbic Acid, Zinc Sulphate Monohydrate"
4237,Cyamemazine Tartrate
4238,"Estradiol Valerate, Norgestrel"
4239,"Cyclamen Dil. D3, Iris Dil. D2, Cimicifuga Dil. D3, Sanguinaria Dil. D6, Gelsemium Dil. D3"
4240,"Cyclizine Tartrate, Morphine Tartrate"
4241,Cyclizine Hydrochloride
4242,Cyclizine Lactate
4243,"Ascorbic Acid, Dry Ruscus Extract Titrated In Sterolic Heterosides (Sh), Hesperidin Methyl Chalcone"
4244,"Ascorbic Acid, Hesperidin Methyl Chalcone, Dry Extract Of Butcher's Broom (5-7.5:1), Extraction Solvent: Ethanol 85% V/V"
4245,"Ascorbic Acid, Hesperidin Methyl Chalcone, Ruscus Aculeatus"
4246,Formoterol Fumarate Hydrate
4247,Progesterone Ph. Eur.
4248,Cyclopentolate
4249,N-(Cyclohexylthio)phthalimide
4250,Etamsylate
4251,Lymecycline
4252,Cyclopentolate Hydrochloride Bp
4253,"Cyclophosphamide, Cyclophosphamide Monohydrate"
4254,Ganciclovir
4255,"Cetrimide, Chlorocresol, Urea, Dimeticone 350"
4256,Human Cytomegalovirus Immunoglobulin
4257,"Soft Extract From Artichoke Herb (2-4:1), Extraction Solvent: Water"
4258,"Liquid Extract Of Dandelion Herb With Root, Liquid Extract From Boldo Leaf"
4259,"Dry Extract From Artichoke Leaf (3-5: 1), Extraction Solvent: Ethanol 50% (V/V)"
4260,Liothyronine Sodium
4261,Moxonidine
4262,Ramucirumab
4263,Mercaptamine
4264,"Arctostaphylos Uva-Ursi (L.) Spreng Folium, Betula Pendula Roth., Solidago Canadensis L."
4265,"Pyridoxine Hydrochloride, L-Cystine"
4266,"Cystine, Pyridoxine Hydrochloride"
4267,Arctostaphylos Uva-Ursi (L.) Spreng Folium
4268,"Dry Extract From Bearberry Leaf (3,5-5,5:1), Extraction Solvent: Ethanol 60% (V/V)"
4269,"Dry Extract From Goldenrod (5-7: 1), Extration Solvent: Ethanol 30% (M/M)"
4270,"Bearberry Extract, Soft Extract From Solidaginis Virgaureae Herba (3-7 : 1), Extraction Solvent: Ethanol 13 % (M/M)"
4271,"Lytta Vesicatoria D5, Atropa Belladonna Dil. D4, Equisetum Arvense Ex Herba Recente Dil. D3 (Vorschrift 2a, Hab)"
4272,"Eupatorium Purpureum D6, Equisetum Hiemale D6, Berberis Vulgaris D4, Solanum Dulcamara D4"
4273,"Petroselinum Mother Tincture, Bucco Mother Tincture, Equisetum Arvense, Urtica Urens, Populus Tremuloides Ø, Serenoa Repens Ø, Solidago Virgaurea Urtinktur"
4274,"Causticum Hahnemanni Dil. D4, Delphinium Staphisagria Dil. D4, Sulfur Dil. D6, Oleum Terebinthinae D6, Cantharis Dil. D4"
4275,"Tincture From Purple Coneflower Herb, Extraction Solvent: Ethanol 65% (V/V), Tincture From Bearberry Leaf, Extraction Solvent: Ethanol 50,6% (V/V)"
4276,"Eupatorium Purpureum D6, Equisetum Hiemale D6, Berberis Vulgaris D4, Solanum Dulcamara D6"
4277,"Berberis Vulgaris Dil. D4, Dulcamara Dil. D4, Equisetum Hiemale Dil. D6, Eupatorium Purpureum Dil. D6"
4278,"Tincture From Fresh Arctostaphylos Uva-Ursi Herb (1:4), Extraction Solvent: Ethanol 43% M/M, Tincture From Fresh Echinacea Purpurea Herb (1:12), Extraction Solvent: Ethanol 57.3% M/M"
4279,"Dry Extract From Bearberry Leaf Corresponding To 432-600 Mg Of Bearberry Leaves, Extraction Solvent: Water, Dry Extract From Birch Leaf Corresponding To 185-277.5 Mg Of Birch Leaves, Extraction Solvent: Water, Dry Extract From Goldenrod Corresponding To 1"
4280,"Dry Extract Of Cistus Incanus Herb (4-9: 1), Extraction Solvent: Water"
4281,"Chlorhexidine Gluconate, Chlorocresol, Hexamidine Diisetionate"
4282,"Chlorhexidine, Chlorocresol, Hexamidine"
4283,"Chlorocresol, Hexamidine Diisetionate, Chlorhexidine Digluconate (20% Solution)"
4284,Liothyronine
4285,"Stearic Acid, Sodium Carbonate Anhydrous, Glycerol (86 Percent)"
4286,Glycerol (86 Percent)
4287,Garlic Powder
4288,"Acetic Acid 80% Pure, Delphinium Consolida Tincture"
4289,Mephenoxalone
4290,"Diphtheria Toxoid, Tetanus Toxoid"
4291,Dabigatran
4292,Dabigatran Etexilate Mesilate
4293,Dydrogesterone
4294,Dacarbazine
4295,Dacarbazine Citrate
4296,Decitabine
4297,Oxaliplatin
4298,"Dimenhydrinate, Chlorobutanol Hemihydrate"
4299,"Nystatin, Nifuratel"
4300,Furazidine
4301,"Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Colecalciferol, Dexpanthenol, Nicotinamide, Pyridoxine Hydrochloride"
4302,Concentrated Solution Of Sodium Hypochlorite
4303,"Miconazole Nitrate, Zinc Oxide"
4304,"Allergens, Animal Fur & Epithelium"
4305,"Allergens, House Dust & Mite"
4306,"Allergens, Insect Venom"
4307,"Allergens, Mould & Yeast Spore"
4308,Extractum Allergeni Pollens
4309,Dalbavancin Hydrochloride
4310,"Ferrum Metallicum Dil. D7, Cuprum Aceticum Dil. D3, Argentum Nitricum D4, Cobaltum Nitricum D12, Manganum Sulfuricum D6, Selenium Amorphum Dil D8"
4311,Flurazepam Monohydrochloride
4312,"Metformin, Vildagliptin"
4313,Trandolapril
4314,Roflumilast
4315,"Menthol, Camphor, Eucalyptus Oil"
4316,Danaparoid Sodium
4317,Taraxacum Officinale Root
4318,"Dantron Bp, Poloxamer 188 Usnf"
4319,"Dantrolene Sodium, Hemiheptahydrate"
4320,Benzylpenicilloyl-Octa-L-Lysine
4321,Sodium Benzylpenilloate
4322,Dapagliflozin Propanediol Monohydrate
4323,"Metformin Hydrochloride, Dapagliflozin"
4324,Dapivirine
4325,Dapoxetine
4326,Dapsone
4327,Dapsone Ph. Eur.
4328,Pyrimethamine
4329,Rotigotine
4330,Darifenacin
4331,"Anisi Fructus, Caraway Fruit, Fennel Fruit Bitter, Coriandri Fructus"
4332,"Potassium Chloride, Sodium Chloride, Sodium Citrate Dihydrate, Macrogol 4000"
4333,"Paracetamol, Propyphenazone, Anhydrous Caffeine"
4334,Dextromethorphan Hydrobromide Monohydrate
4335,"Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium-L-Lactate"
4336,"Sodium Lactate Solution, Potassium Chloride, Sodium Chloride, Glucose Monohydrate"
4337,Darunavir
4338,Dasatinib
4339,Daratumumab
4340,Dobutamine
4341,"Aconitum Napellus C6, Atropa Bella-Donna C6, Calendula Officinalis C6, Chelidonium Majus C6, Viburnum Opulus C6, Valeriana Officinalis C4"
4342,Datopotamab Deruxtecan
4343,Ioflupane (123i)
4344,Glasdegib
4345,Erythromycin Cyclocarbonate
4346,Pomalidomide
4347,Donidalorsen
4348,Trastuzumab
4349,"Flupentixol Hydrochloride, Melitracen Hydrochloride"
4350,"Ammi Visnaga Spag. Peka Dil. D6, Grindelia Robusta Spag. Peka Dil. D6, Cobaltum Nitricum Dil. D4, Lactuca Virosa Dil. D12, Aralia Racemosa Dil. D8, Dactylopius Coccus Spag. Peka Dil. D2, Phosphorus Dil. D6, Eriodictyon Californicum Dil. D3"
4351,Dolichosi Biflorum Seminis Extractum (1:3: Water)
4352,Trimebutine
4353,"Trimebutine Maleate, Medazepam"
4354,"Ammonium Molybdate, Chromic Chloride, Cobalt Gluconate, Copper Gluconate, Ferrous Gluconate, Manganese Gluconate, Sodium Fluoride, Sodium Iodide, Sodium Selenite, Zinc Gluconate"
4355,Triptorelin Acetate
4356,Levamisole Hydrochloride
4357,"Cinchocaine Hydrochloride, Dequalinium Chloride"
4358,Perphenazine
4359,Fluprednidene Acetate
4360,"Fluprednidene Acetate, Gentamicin Sulfate"
4361,"Paraffin White Soft, Propylene Glycol, Sorbic Acid (Ph. Eur.), Cetostearyl Alcohol (Ph.Eur.)"
4362,"Pseudoephedrine Hydrochloride Bp, Paracetamol Ph. Eur."
4363,Dexamethasone Acetate
4364,Zanamivir
4365,"Ethyl Salicylate, Hydroxyethyl Salicylate, Methyl Nicotinate, Methyl Salicylate"
4366,"Levomenthol, Racementhol, Eucalyptus Oil, Methyl Salicylate, Turpentine Oil"
4367,"Racementhol, Eucalyptus Oil, Methyl Salicylate, Turpentine Oil"
4368,"Menthol, Eucalyptus Oil, Methyl Salicylate, Turpentine Oil"
4369,Deferasirox
4370,Deferoxamine Mesilate
4371,Defibrotide
4372,Terazosin Hydrochloride
4373,Degarelix
4374,Ethanol Bp
4375,Droperidol
4376,Secnidazole
4377,"Benzocaine, Dequalinium Chloride"
4378,"Glycine, L-Lysine Monohydrochloride, Pyridoxine Hydrochloride, L-Tryptophan, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Histidine Monohydrochloride Monohydrate, L-Arginine Hydrochloride, L-Aspartic Aci"
4379,"Colecalciferol, Fluoride"
4380,Dexketoprofen Trometamol
4381,Dexmedetomidine Hydrochloride
4382,Dexmedetomidine
4383,Dextran
4384,"Tramadol Hydrochloride, Dexketoprofen"
4385,"Delapril Hydrochloride, Indapamide"
4386,"Delapril, Indapamide"
4387,Choline Alfoscerate
4388,"Inosine, Dimepranol Acedoben"
