medication_id,ema_product_code,product_name,form,authorization_holder
8826,,"Amylmetacresol/Alcool Dichlorobenzylique Miel Citron Édulcorée À La Saccharine Sodique, Au Maltitol Et À L'isomalt Cooper",Oral Use,Cooper Consumer Health B.V.
8827,,"Amylmetacresol/Alcool Dichlorobenzylique Miel Et Citron Édulcorée À La Saccharine Sodique, Au Maltitol Et À L'isomalt Biogaran Conseil",Oral Use,Biogaran
8828,,Amylmetacresol/Alcool Dichlorobenzylique/Lidocaine Biogaran Conseil,Oral Use,Biogaran
8829,,Amyvid,Intravenous Use,Eli Lilly Nederland B.V.
8830,,Amyvid,Intravenous Use,Eli Lilly Nederland B.V.
8831,,Amyvid,Intravenous Use,Eli Lilly Nederland B.V.
8832,,Amyvid,Intravenous Use,Eli Lilly Nederland B.V.
8833,,"Amyxedyl,",Oral Use,Laboratoires Urgo Healthcare
8834,,Amyzol,Oral Use,Lek Pharmaceuticals D.D. Ljubljana
8835,,Amzelix,Oral Use,Alpha-Medical D.O.O.
8836,,Amzolynic,Intravenous Use,Macure Pharma Aps
8837,,Amzolynic,Intravenous Use,Macure Pharma Aps
8838,,Amzolynic,Intravenous Use,Macure Pharma Aps
8839,,Amzolynic,Intravenous Use,Macure Pharma Aps
8840,,Anabact,Cutaneous Use,Cambridge Healthcare Supplies Limited
8841,,Anabact,Cutaneous Use,Cambridge Healthcare Supplies Limited
8842,,Anabifer,Intravenous Use,Anabiosis S.A.
8843,,Anablock,Oral Use,Dr. Pfleger Arzneimittel Gmbh
8844,,Anaboline Depot,Intramuscular Use,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
8845,,Anabrest,Oral Use,Egis Pharmaceuticals Plc
8846,,Anacard Medica Protect,Oral Use,Hasco-Lek
8847,,Anacard Protect,Oral Use,Hasco-Lek
8848,,Anacervix,Oral Use,Angelini Pharma Espana S.L.
8849,,Anacervix Forte,Oral Use,Angelini Pharma Portugal Unipessoal Lda.
8850,,Anacid,Oral Use,Teva B.V
8851,,Anacid,Oral Use,Teva B.V
8852,,Anaclosil,Intravenous Use,"Laboratorio Reig Jofre, S.A."
8853,,Anaclosil,Oral Use,"Laboratorio Reig Jofre, S.A."
8854,,Anadin,Oral Use,Haleon Uk Trading Limited
8855,,Anadin,Oral Use,Haleon Uk Trading Limited
8856,,Anadin Analgesic,Oral Use,Haleon Ireland Limited
8857,,Anadin Extra,Oral Use,Haleon Uk Trading Limited
8858,,Anadin Extra,Oral Use,Haleon Uk Trading Limited
8859,,Anadin Joint Pain,Oral Use,Haleon Uk Trading Limited
8860,,Anadin Liquifast,Oral Use,Haleon Uk Trading Limited
8861,,Anadin Maximum Strength,Oral Use,Haleon Ireland Limited
8862,,Anadin Original,Oral Use,Haleon Uk Trading Limited
8863,,Anadin Period Pain Relief,Oral Use,Haleon Uk Trading Limited
8864,,Anadin Ultra,Oral Use,Haleon Uk Trading Limited
8865,,Anadir,Oral Use,S.F. Group Srl
8866,,Anaemodoron,Oral Use,Weleda Ag
8867,,Anaerobex,Intravenous Use,G.L. Pharma Gmbh
8868,,Anaerobex,Oral Use,G.L. Pharma Gmbh
8869,,Anaesthesulf Lotio,Cutaneous Use,"Infectopharm Arzneimittel Und Consilium Gmbh, De, Heppenheim"
8870,,Anafranil,Oral Use,Pharmaand Gmbh
8871,,Anafranil,"Intramuscular Use ,Intravenous Use",Essential Pharma (M) Limited
8872,,Anafranil,"Intramuscular Use ,Intravenous Use",Alfasigma France
8873,,Anafranil,"Intramuscular Use ,Intravenous Use",Essential Pharma (M) Limited
8874,,Anafranil,"Intramuscular Use ,Intravenous Use",Alfasigma S.P.A.
8875,,Anafranil,"Intramuscular Use ,Intravenous Use",Alfasigma S.P.A.
8876,,Anafranil,"Intramuscular Use ,Intravenous Use",Alfasigma S.P.A.
8877,,Anafranil,"Intramuscular Use ,Intravenous Use",Essential Pharma (M) Limited
8878,,Anafranil,Intravenous Use,Alfasigma S.P.A.
8879,,Anafranil,Oral Use,Pharmaand Gmbh
8880,,Anafranil,Oral Use,Alfasigma S.P.A.
8881,,Anafranil,Oral Use,Pharmaand Gmbh
8882,,Anafranil,Oral Use,Pharmaand Gmbh
8883,,Anafranil,Oral Use,Pharmaand Gmbh
8884,,Anafranil,Oral Use,Pharmaand Gmbh
8885,,Anafranil,Oral Use,Pharmaand Gmbh
8886,,Anafranil,Oral Use,Alfasigma France
8887,,Anafranil,Oral Use,Esteve Pharmaceuticals Gmbh
8888,,Anafranil,Oral Use,Pharmaand Gmbh
8889,,Anafranil,Oral Use,Pharmaand Gmbh
8890,,Anafranil,Oral Use,Pharmaand Gmbh
8891,,Anafranil,Oral Use,Alfasigma S.P.A.
8892,,Anafranil,Oral Use,Pharmaand Gmbh
8893,,Anafranil,Oral Use,Esteve Pharmaceuticals Gmbh
8894,,Anafranil,Oral Use,Pharmaand Gmbh
8895,,Anafranil,Oral Use,Pharmaand Gmbh
8896,,Anafranil,Oral Use,Teva Pharmaceuticals Polska Sp. Z O.O.
8897,,Anafranil,Oral Use,Alfasigma S.P.A.
8898,,Anafranil,Oral Use,Zr Pharma& Gmbh
8899,,Anafranil,Oral Use,Pharmaand Gmbh
8900,,Anafranil,Oral Use,Alfasigma S.P.A.
8901,,Anafranil,Oral Use,Pharmaand Gmbh
8902,,Anafranil Retard,Oral Use,Pharmaand Gmbh
8903,,Anafranil Retard,Oral Use,Pharmaand Gmbh
8904,,Anafranil Retard,Oral Use,Pharmaand Gmbh
8905,,Anafranil Retard,Oral Use,Esteve Pharmaceuticals Gmbh
8906,,Anafranil Retard,Oral Use,Pharmaand Gmbh
8907,,Anafranil Retard Divitabs,Oral Use,Alfasigma S.P.A.
8908,,Anafranil Sr,Oral Use,Pharmaand Gmbh
8909,,Anafranil Sr,Oral Use,Pharmaand Gmbh
8910,,Anafranil Sr,Oral Use,Teva Pharmaceuticals Polska Sp. Z O.O.
8911,,Anafranil Sr,Oral Use,Pharmaand Gmbh
8912,,Anafranil® Sr,Oral Use,Pharmaand Gmbh
8913,,Anagallis Comp.,Sublingual Use,Wala Heilmittel Gmbh
8914,,Anagallis Comp.,Subcutaneous Use,Wala Heilmittel Gmbh
8915,,Anagastra,Intravenous Use,Takeda Gmbh
8916,,Anagastra,Oral Use,Takeda Gmbh
8917,,Anagrelid,Oral Use,Alpha-Medical D.O.O.
8918,,Anagrelid +pharma,Oral Use,+pharma Arzneimittel Gmbh
8919,,Anagrelid Abz,Oral Use,Abz-Pharma Gmbh
8920,,Anagrelid Accordpharma,Oral Use,Accord Healthcare B.V.
8921,,Anagrelid Al,Oral Use,Aliud Pharma Gmbh
8922,,Anagrelid Aop,Oral Use,Aop Orphan Pharmaceuticals Gmbh
8923,,Anagrelid Aurovitas,Oral Use,Aurovitas Pharma Polska Sp. Z O.O
8924,,Anagrelid Avansor,Oral Use,Avansor Pharma Oy
8925,,Anagrelid Avansor,Oral Use,Avansor Pharma Oy
8926,,Anagrelid Beta,Oral Use,Betapharm Arzneimittel Gmbh
8927,,Anagrelid Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8928,,Anagrelid Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8929,,Anagrelid Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8930,,Anagrelid Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
8931,,Anagrelid Heumann,Oral Use,Heumann Pharma Gmbh & Co. Generica Kg
8932,,Anagrelid Heumann,Oral Use,Torrent Pharma (Malta) Ltd
8933,,Anagrelid Hexal,Oral Use,Hexal Ag
8934,,Anagrelid Hikma,Oral Use,Hikma Pharma Gmbh
8935,,Anagrelid Nordic,Oral Use,Nordic Group B.V.
8936,,Anagrelid Orion,Oral Use,Orion Corporation
8937,,Anagrelid Puren,Oral Use,Puren Pharma Gmbh & Co. Kg
8938,,Anagrelid Ratiopharm,Oral Use,Teva B.V
8939,,Anagrelid Ratiopharm,Oral Use,Ratiopharm Gmbh
8940,,Anagrelid Sandoz,Oral Use,Sandoz N.V.
8941,,Anagrelid Sandoz,Oral Use,Sandoz Pharmaceuticals D.D.
8942,,Anagrelid Stada,Oral Use,Stada D.O.O.
8943,,Anagrelid Stada,Oral Use,Stada Arzneimittel Ag
8944,,Anagrelid Teva,Oral Use,Teva B.V
8945,,Anagrelid Teva,Oral Use,Teva B.V
8946,,Anagrelid Zentiva,Oral Use,Zentiva Pharma Gmbh
8947,,Anagrelidă Accord,Oral Use,Accord Healthcare Polska Sp. Z O.O.
8948,,Anagrelida Aurovitas,Oral Use,"Generis Farmacêutica, S.A."
8949,,Anagrelida Aurovitas,Oral Use,"Aurovitas Spain,s.A.U."
8950,,Anagrelida Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8951,,Anagrelida Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8952,,Anagrelida Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
8953,,Anagrelida Pharmavic,Oral Use,"Pharmavic Iberica, S.L"
8954,,Anagrelida Stada,Oral Use,"Laboratorio Stada, S.L."
8955,,Anagrelida Teva,Oral Use,Teva B.V
8956,,Anagrelida Teva,Oral Use,Teva B.V
8957,,Anagrelide,Oral Use,Sandoz Gmbh
8958,,"Anagrelide ""sandoz""",Oral Use,1a Farma A/S
8959,,"Anagrelide ""stada""",Oral Use,Stada Arzneimittel Ag
8960,,Anagrelide Accord,Oral Use,Accord Healthcare S.L.U.
8961,,Anagrelide Accord,Oral Use,Accord Healthcare B.V.
8962,,Anagrelide Accord,Oral Use,Accord Healthcare Polska Sp. Z O.O.
8963,,Anagrelide Aop,Oral Use,Aop Orphan Pharmaceuticals Gmbh
8964,,Anagrelide Aop,Oral Use,Aop Orphan Pharmaceuticals Gmbh
8965,,Anagrelide Arrow,Oral Use,Arrow Generiques
8966,,Anagrelide Aspire,Oral Use,Aspire Pharma Limited
8967,,Anagrelide Athlone Pharmaceuticals,Oral Use,Athlone Pharmaceuticals Limited
8968,,Anagrelide Aurobindo,Oral Use,Aurobindo Pharma (Italia) S.R.L.
8969,,Anagrelide Biogaran,Oral Use,Biogaran
8970,,Anagrelide Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8971,,Anagrelide Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8972,,Anagrelide Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8973,,Anagrelide Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8974,,Anagrelide Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
8975,,Anagrelide Brown & Burk Uk,Oral Use,Brown & Burk Uk Limited
8976,,Anagrelide Cf,Oral Use,Centrafarm B.V.
8977,,Anagrelide Eg,Oral Use,Eg Labo Laboratoires Eurogenerics
8978,,Anagrelide Generics Uk,Oral Use,Generics [uk] Limited
8979,,Anagrelide Genthon,Oral Use,Genthon Bv
8980,,Anagrelide Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
8981,,Anagrelide Glenmark,Oral Use,Glenmark Pharmaceuticals S.R.O.
8982,,Anagrelide Glenmark,Oral Use,Glenmark Pharmaceuticals S.R.O.
8983,,Anagrelide Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
8984,,Anagrelide Glenmark,Oral Use,Glenmark Pharmaceuticals Europe Limited
8985,,Anagrelide Kent Pharmaceuticals Limited,Oral Use,Kent Pharmaceuticals Ltd.
8986,,Anagrelide Milpharm,Oral Use,Milpharm Limited
8987,,Anagrelide Sandoz,Oral Use,1a Farma A/S
8988,,Anagrelide Sandoz,Oral Use,Sandoz
8989,,Anagrelide Sandoz,Oral Use,1a Farma A/S
8990,,Anagrelide Sandoz,Oral Use,Sandoz A/S
8991,,Anagrelide Stada,Oral Use,Stada Arzneimittel Ag
8992,,Anagrelide Stada,Oral Use,Stada Arzneimittel Ag
8993,,Anagrelide Stada,Oral Use,Stada Arzneimittel Ag
8994,,Anagrelide Stada,Oral Use,Stada Arzneimittel Ag
8995,,Anagrelide Teva,Oral Use,Teva B.V
8996,,Anagrelide Teva,Oral Use,Teva B.V
8997,,Anagrelide Teva,Oral Use,Teva B.V
8998,,Anagrelide Teva,Oral Use,Teva B.V
8999,,Anagrelide Teva,Oral Use,Teva B.V
9000,,Anagrelide Teva,Oral Use,Teva B.V
9001,,Anagrelide Teva Uk,Oral Use,Teva Uk Limited
9002,,Anagrelide Teva-Ratiopharm,Oral Use,"Teva Pharma S.L.U.,"
9003,,Anagrelide Torrent,Oral Use,Torrent Pharma (Malta) Ltd
9004,,Anagrelide Torrent,Oral Use,Torrent Pharma (Uk) Ltd.
9005,,Anagrelide Viatris,Oral Use,Viatris Limited
9006,,Anagrelide Viatris,Oral Use,Viatris Limited
9007,,Anagrelide Viatris,Oral Use,Viatris Limited
9008,,Anagrelide Viatris,Oral Use,Viatris Limited
9009,,Anagrelide Vipharm,Oral Use,Vipharm S.A.
9010,,Anagrelide Vipharm,Oral Use,Vipharm S.A.
9011,,Anagrelide Vipharm,Oral Use,Vipharm S.A.
9012,,Anagrelide Vipharm,Oral Use,Vipharm S.A.
9013,,Anagrelide Zentiva,Oral Use,Zentiva France
9014,,Anagrelide Zentiva,Oral Use,"Zentiva, K.S."
9015,,Anagrelide Zentiva,Oral Use,Zentiva Pharma Uk Limited
9016,,Analept,Oral Use,Prime International Pharmaceuticals S.A.
9017,,Analergin,Oral Use,"Teva Pharmaceuticals Cr, S.R.O."
9018,,Analergin Neo,Oral Use,Ratiopharm Gmbh
9019,,Analgesin,Oral Use,"Krka, D.D., Novo Mesto"
9020,,Analgesin Dolo,Oral Use,"Krka, D.D., Novo Mesto"
9021,,Analgesin Forte,Oral Use,"Krka, D.D., Novo Mesto"
9022,,Analgetica Fono Viii.,Oral Use,Naturland Magyarország Kft.
9023,,Analgetica Fono Viii.,Oral Use,Parma Produkt Kft
9024,,Analgeticum Fono Vii.,Rectal Use,Naturland Magyarország Kft.
9025,,Analgeticum Fono Viii,Rectal Use,Parma Produkt Kft
9026,,Analgeticum Forte Fono Vii.,Rectal Use,Naturland Magyarország Kft.
9027,,Analgeticum Forte Fono Viii,Rectal Use,Parma Produkt Kft
9028,,Analgex,Oral Use,Laropharm Srl
9029,,Analgilasa,Oral Use,"Faes Farma, S.A."
9030,,Analgin,"Intramuscular Use ,Intravenous Use",Sopharma Ad
9031,,Analgin,Oral Use,Sopharma Ad
9032,,Analgin,Oral Use,Sopharma Ad
9033,,Analgin,"Intramuscular Use ,Intravenous Use",Sopharma Ad
9034,,Analgin,"Intramuscular Use ,Intravenous Use",Alkaloid-Int D.O.O.
9035,,Analgin,Oral Use,Pliva Hrvatska D.O.O.
9036,,Analgin,Oral Use,Abanta Pharma Gmbh
9037,,Analgin,Oral Use,Alkaloid-Int D.O.O.
9038,,Analgin,Intravenous Use,Bb Pharma A.S.
9039,,Analgin Ampullen,"Intramuscular Use ,Intravenous Use",Carinopharm Gmbh
9040,,Analgin Inj,"Intramuscular Use ,Intravenous Use",Bb Pharma A.S.
9041,,Analginas,"Intramuscular Use ,Intravenous Use",Pharmaswiss Česká Republika S.R.O.
9042,,Analginas,Oral Use,Pharmaswiss Česká Republika S.R.O.
9043,,Analgiplus,Oral Use,"Faes Farma, S.A."
9044,,Analgiser,Oral Use,Codal Synto Ltd
9045,,Analipin,Oral Use,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
9046,,Anamap®,Cutaneous Use,Glenmark Arzneimittel Gmbh
9047,,Anandron,Oral Use,Cheplapharm Arzneimittel Gmbh
9048,,Anandron,Oral Use,Cheplapharm Arzneimittel Gmbh
9049,,Anandron,Oral Use,Cheplapharm Arzneimittel Gmbh
9050,,Anaomi,Oral Use,"Sandoz Farmacéutica, S.A."
9051,,Anaomi Diario,Oral Use,"Sandoz Farmacéutica, S.A."
9052,,Anapen,Intramuscular Use,Bioprojet Pharma
9053,,Anapen,Intramuscular Use,Bioprojet Pharma
9054,,Anapen,Intramuscular Use,Bioprojet Pharma
9055,,Anapen,Intramuscular Use,Bioprojet Pharma
9056,,Anapen,Intramuscular Use,Bioprojet Pharma
9057,,Anapen,Intramuscular Use,Bioprojet Pharma
9058,,Anapen,Intramuscular Use,Bioprojet Pharma
9059,,Anapen,Intramuscular Use,Allertec Hellas S.A.
9060,,Anapen,Intramuscular Use,Bioprojet Pharma
9061,,Anapen,Intramuscular Use,Bioprojet Pharma
9062,,Anapen,Intramuscular Use,Bioprojet Pharma
9063,,Anapen,Intramuscular Use,Bioprojet Pharma
9064,,Anapen,Intramuscular Use,Bioprojet Pharma
9065,,Anapen,Intramuscular Use,Bioprojet Pharma
9066,,Anapen,Intramuscular Use,Bioprojet Pharma
9067,,Anapen,Intramuscular Use,Bioprojet Pharma
9068,,Anapen,Intramuscular Use,Bioprojet Pharma
9069,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9070,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9071,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9072,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9073,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9074,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9075,,Anapen Junior,Intramuscular Use,Allertec Hellas S.A.
9076,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9077,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9078,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9079,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9080,,Anapen Junior,Intramuscular Use,Bioprojet Pharma
9081,,Anapen Za Otroke,Intramuscular Use,Bioprojet Pharma
9082,,Anaplas,Cutaneous Use,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
9083,,Anaplas,Cutaneous Use,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
9084,,Anapran,Oral Use,Adamed Pharma S.A.
9085,,Anapran Ec,Oral Use,Adamed Pharma S.A.
9086,,Anaprex,Oral Use,Pharmagen Cz S.R.O.
9087,,Anaprex,Oral Use,Pharmagen Cz S.R.O.
9088,,Anaprilīns,Oral Use,Olpha As
9089,,Anaprox,Oral Use,Galenica Sa
9090,,Anaptivan,"Intramuscular Use ,Intravenous Use",Help Abee
9091,,Anaquetan Xr,Oral Use,Anabiosis S.A.
9092,,Anaquetan Xr,Oral Use,Anabiosis Pc
9093,,Anaractil,Oral Use,Northumbria Pharma Limited
9094,,Anargil,Oral Use,Medochemie Ltd.
9095,,Anargil,Oral Use,Medochemie Ltd.
9096,,Anartex,Oral Use,Accord Healthcare S.L.U.
9097,,Anarthril,Oral Use,Galenica Sa
9098,,Anasma,Inhalation Use,"Glaxosmithkline, S.A."
9099,,Anasma Accuhaler,Inhalation Use,"Glaxosmithkline, S.A."
9100,,Anasso,Oral Use,Farmitalia S.R.L.
9101,,Anastelb,Oral Use,Stada Arzneimittel Ag
9102,,Anastelb,Oral Use,Stada Arzneimittel Ag
9103,,Anastelb,Oral Use,Stada Arzneimittel Ag
9104,,Anastelb Stada Arzneimittel,Oral Use,Stada Arzneimittel Ag
9105,,"Anastrazol ""sandoz""",Oral Use,1a Farma A/S
9106,,Anastrazol Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
9107,,Anastrazol Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
9108,,Anastrazole Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
9109,,Anastrazole Bristol Laboratories,Oral Use,Bristol Laboratories Limited
9110,,Anastrella,Oral Use,Orifarm Generics A/S
9111,,Anastrella,Oral Use,Orifarm Generics A/S
9112,,Anastrella 28,Oral Use,Orifarm Generics A/S
9113,,Anastrella 28,Oral Use,Orifarm Generics A/S
9114,,Anastris,Oral Use,Makpharm D.O.O.
9115,,Anastrogen,Oral Use,Viogen Pharmaceuticals
9116,,Anastrolan,Oral Use,G.L. Pharma Gmbh
9117,,Anastropuren,Oral Use,Eugia Pharma (Malta) Limited
9118,,Anastrozol,Oral Use,Jadran-Galenski Laboratorij D.D.
9119,,Anastrozol,Oral Use,Sandoz Pharmaceuticals D.D.
9120,,Anastrozol +pharma,Oral Use,+pharma Arzneimittel Gmbh
9121,,Anastrozol 1 A Pharma,Oral Use,1 A Pharma Gmbh
9122,,Anastrozol 1a Pharma,Oral Use,1a Pharma Gmbh
9123,,Anastrozol Accord,Oral Use,Accord Healthcare B.V.
9124,,Anastrozol Accord,Oral Use,Accord Healthcare B.V.
9125,,Anastrozol Accord,Oral Use,Accord Healthcare B.V.
9126,,Anastrozol Accord,Oral Use,Accord Healthcare B.V.
9127,,Anastrozol Accord,Oral Use,Accord Healthcare S.L.U.
9128,,Anastrozol Accord,Oral Use,Accord Healthcare S.L.U.
9129,,Anastrozol Actavis,Oral Use,Actavis Group Ptc Ehf.
9130,,Anastrozol Al,Oral Use,Aliud Pharma Gmbh
9131,,Anastrozol Amarox,Oral Use,Amarox Pharma B.V.
9132,,Anastrozol Amperlem,Oral Use,Towa Pharmaceutical S.A.
9133,,Anastrozol Aristo,Oral Use,Aristo Pharma Gmbh (Art 57)
9134,,Anastrozol Aurovitas,Oral Use,Eugia Pharma (Malta) Limited
9135,,Anastrozol Azevedos,Oral Use,"Laboratórios Azevedos - Indústria Farmacêutica, S.A."
9136,,Anastrozol Cinfa,Oral Use,Laboratorios Cinfa S.A.
9137,,Anastrozol Combix,Oral Use,"Laboratorios Combix, S.L.U."
9138,,Anastrozol Denk,Oral Use,Denk Pharma Gmbh & Co. Kg
9139,,Anastrozol Devatis,Oral Use,Devatis Gmbh
9140,,Anastrozol Devatis,Oral Use,Devatis Gmbh
9141,,Anastrozol Farmoz,Oral Use,"Farmoz - Sociedade Técnico Medicinal, S.A."
9142,,Anastrozol Genericon,Oral Use,Genericon Pharma Gesellschaft M.B.H.
9143,,Anastrozol Generis,Oral Use,Eugia Pharma (Malta) Limited
9144,,Anastrozol Germed,Oral Use,"Germed Farmacêutica, Lda."
9145,,Anastrozol Glenmark,Oral Use,Glenmark Arzneimittel Gmbh
9146,,Anastrozol Heumann,Oral Use,Heumann Pharma Gmbh & Co. Generica Kg
9147,,Anastrozol Kern Pharma,Oral Use,"Kern Pharma, S.L."
9148,,Anastrozol Liderfarm,Oral Use,"Farmalider, S.A."
9149,,Anastrozol Medical Valley,Oral Use,Medical Valley Invest Ab
9150,,Anastrozol Medical Valley,Oral Use,Medical Valley Invest Ab
9151,,Anastrozol Medical Valley,Oral Use,Medical Valley Invest Ab
9152,,Anastrozol Mylan,Oral Use,Viatris Limited
9153,,Anastrozol Normon,Oral Use,"Laboratorios Normon, S.A."
9154,,Anastrozol Onkovis,Oral Use,Onkovis Gmbh
9155,,Anastrozol Pch,Oral Use,Pharmachemie Bv
9156,,Anastrozol Pensa,Oral Use,Towa Pharmaceutical S.A.
9157,,Anastrozol Pharmacenter,Oral Use,Pharmacenter Europe Kft.
9158,,Anastrozol Pls,Oral Use,"Pls Pharma, Produtos Farmacêuticos Lda"
9159,,Anastrozol Ratiopharm,Oral Use,Ratiopharm Gmbh
9160,,Anastrozol Ratiopharm,Oral Use,Ratiopharm Gmbh
9161,,Anastrozol Sandoz,Oral Use,Sandoz Gmbh
9162,,Anastrozol Sandoz,Oral Use,Sandoz N.V.
9163,,Anastrozol Sandoz,Oral Use,Sandoz D.O.O.
9164,,Anastrozol Sandoz,Oral Use,1a Farma A/S
9165,,Anastrozol Sandoz,Oral Use,Synthon Bv
9166,,Anastrozol Sandoz,Oral Use,"Sandoz Farmacéutica, S.A."
9167,,Anastrozol Sandoz,Oral Use,1a Farma A/S
9168,,Anastrozol Stada,Oral Use,Stada Arzneimittel Gmbh
9169,,Anastrozol Stada,Oral Use,Stadapharm Gmbh
9170,,Anastrozol Stada,Oral Use,Stada Arzneimittel Ag
9171,,Anastrozol Stada,Oral Use,"Laboratorio Stada, S.L."
9172,,Anastrozol Sun,Oral Use,Sun Pharmaceuticals Germany Gmbh
9173,,Anastrozol Sun,Oral Use,Sun Pharmaceutical Industries Europe B.V.
9174,,Anastrozol Sun,Oral Use,Sun Pharmaceutical Industries Europe B.V.
9175,,Anastrozol Synthon,Oral Use,Synthon Bv
9176,,Anastrozol Synthon,Oral Use,Synthon Bv
9177,,Anastrozol Tarbis,Oral Use,"Tarbis Farma, S.L."
9178,,Anastrozol Tarbis Farma,Oral Use,"Tarbis Farma, S.L."
9179,,Anastrozol Terapia,Oral Use,Terapia S.A.
9180,,Anastrozol Teva,Oral Use,"Teva Pharmaceuticals Cr, S.R.O."
9181,,Anastrozol Teva,Oral Use,Teva Pharma – Produtos Farmacêuticos Lda
9182,,Anastrozol Teva,Oral Use,Teva Pharmaceuticals S.R.L
9183,,Anastrozol Teva-Ratio,Oral Use,"Teva Pharma S.L.U.,"
9184,,Anastrozol Tolife,Oral Use,Towa Pharmaceutical S.A.
9185,,Anastrozol Torrefarma,Oral Use,Torrefarma S.L.
9186,,Anastrozol Viatris,Oral Use,Viatris Limited
9187,,Anastrozol Viatris,Oral Use,Viatris Limited
9188,,Anastrozol Viatris,Oral Use,Viatris Limited
9189,,Anastrozol Viatris,Oral Use,Viatris Limited
9190,,Anastrozol Vir,Oral Use,"Industria Química Y Farmaceútica Vir, S.A."
9191,,Anastrozol Winthrop,Oral Use,Winthrop Arzneimittel Gmbh
9192,,Anastrozole,Oral Use,Consilient Health Ltd
9193,,Anastrozole Abz,Oral Use,Abz-Pharma Gmbh
9194,,Anastrozole Accord,Oral Use,Accord Healthcare B.V.
9195,,Anastrozole Accord,Oral Use,Accord Healthcare France Sas
9196,,Anastrozole Accord,Oral Use,Accord Healthcare Polska Sp. Z O.O.
9197,,Anastrozole Accord,Oral Use,Accord Healthcare B.V.
9198,,Anastrozole Accord,Oral Use,Accord Healthcare B.V.
9199,,Anastrozole Accord,Oral Use,Accord Healthcare B.V.
9200,,Anastrozole Accord Healthcare,Oral Use,Accord Healthcare Limited
9201,,Anastrozole Accord Healthcare Ireland,Oral Use,Accord Healthcare Ireland Limited
9202,,Anastrozole Alvogen,Oral Use,Alvogen Ehf
9203,,Anastrozole Alvogen,Oral Use,Alvogen Ehf
9204,,Anastrozole Amarox,Oral Use,Amarox Limited
9205,,Anastrozole Arrow,Oral Use,Arrow Generiques
9206,,Anastrozole Arrow Lab,Oral Use,Eugia Pharma (Malta) Limited
9207,,Anastrozole Biogaran,Oral Use,Biogaran
9208,,Anastrozole Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
9209,,Anastrozole Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
9210,,Anastrozole Bluefish,Oral Use,Bluefish Pharmaceuticals Ab
9211,,Anastrozole Crescent Pharma Limited,Oral Use,Crescent Pharma Limited
9212,,Anastrozole Cristers,Oral Use,Cristers
9213,,Anastrozole Demo,Oral Use,Demo Abee
9214,,Anastrozole Eg,Oral Use,Eurogenerics N.V./S.A.
9215,,Anastrozole Eg,Oral Use,Eg Labo Laboratoires Eurogenerics
9216,,Anastrozole Eg,Oral Use,Eurogenerics N.V./S.A.
9217,,Anastrozole Elvim,Oral Use,Sia Elvim
9218,,Anastrozole Elvim,Oral Use,Sia Elvim
9219,,Anastrozole Elvim,Oral Use,Sia Elvim
9220,,Anastrozole Eugia,Oral Use,Eugia Pharma (Malta) Limited
9221,,Anastrozole Evolugen,Oral Use,Evolupharm
9222,,Anastrozole Generics Uk,Oral Use,Generics [uk] Limited
9223,,Anastrozole Kent Pharmaceuticals,Oral Use,Kent Pharmaceuticals Ltd.
9224,,Anastrozole Krka,Oral Use,"Krka, D.D., Novo Mesto"
9225,,Anastrozole Milpharm,Oral Use,Milpharm Limited
9226,,Anastrozole Morningside Healthcare,Oral Use,Morningside Healthcare Ltd
9227,,Anastrozole Novumgen,Oral Use,Novumgen Limited
9228,,Anastrozole Pch,Oral Use,Pharmachemie Bv
