substance_id	substance_name	allergic_patient_count	medication_count
2504	Human Rabies Immunoglobulin	0	2
2547	Betamethasone Valerate, Neomycin Sulfate	0	2
2554	Betamethasone Sodium Phosphate Ph. Eur	0	2
2613	Taraxici Herba Cum Radice	0	2
2615	Melissa Leaf, Passiflorae Herba, Menthae Piperitae Folium, Valerianae Radix	0	2
2631	Kalium Arsenicosum D6	0	2
2639	Manganum Sulfuricum Trit. D6	0	2
2656	Kalium Chloratum Trit. D6	0	2
2691	Ferrum-Quarz Trit. D2	0	2
2709	Zinc Sulphate Monohydrate	0	2
2711	Magnesium Chloride D1, Magnesium Bromide D4, Magnesium Phosphoricum D1, Ambra Grisea D8, Kalium Phosphoricum D5, Plumbum Metallicum D8	0	2
2713	Magnesium Phosphate, Dibasic Trihydrate, Magnesium Citrate Dibasic Trihydrate	0	2
2730	Dried Pressed Juice From Flowering Purple Coneflower Herb	0	2
2742	Bismuth Oxide	0	2
2749	Tramazoline Hydrochloride	0	2
2760	Mepyramine Maleate Ph. Eur.	0	2
2839	Escherichia Coli Dsm 17252	0	2
2840	Medronate Tetrasodium	0	2
2851	Aluminium Phosphate, Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Pertussis Filamentous Haemagglutinin, Pertussis Pertactin, Poliovirus (Inactivated) Type 3 (Saukett Strain), Poliovirus (Inactivated) Type 2 (Mef-1 Strain), Poliovirus (Inactivated)	0	2
2854	Dry Extract From Arctium Lappa Root, Equivalent To 90 Mg – 180 Mg Of Arctium Lappa Root, Extraction Solvent: Water, Dry Extract From Iris Versicolor Rhizome, Equivalent To 60 Mg – 105 Mg Of Iris Versicolor Rhizome, Extraction Solvent: Water	0	2
2857	Levomenthol, Eucalyptus Oil, Pumilio Pine Oil	0	2
2858	Guaifenesin Ph. Eur.	0	2
2859	Glycerol Ph Eur	0	2
2862	Dry Extract From Milk Thistle Fruit (Equivalent To 1.721 G – 5.000 G Of Milk Thistle Fruits) Corresponding To 50 Mg Of Silymarin, Calculated As Silibinin. Extraction Solvent, Acetone 95% V/V	0	2
2867	Hypericum Perforatum Dry Extract (3,5 - 6,0:1), Extract Ethanol 60% (M/M)	0	2
2868	Benzalkonium Chloride Solution, Benzoin Tincture	0	2
2873	Vitex Agnus-Castus Fruit Dry Extract (7 - 13 : 1), Extraction Solvent Ethanol 60%	0	2
2912	Miconazole Nitrate, Hydrocortisone	0	2
2913	Miconazole	0	2
2923	Brivudine	0	2
2934	Timolol Maleate, Brinzolamide	0	2
2947	Bromocriptine	0	2
2958	Fennel, Bitter, Tiliae Flos, Verbasci Flos, Iceland Moss, Lamium Album, Thyme, Polygoni Avicularis Herba, Primula Veris Flower	0	2
2962	Primrose Root Fluid Extract (1:2-2,5), Extracting Solvent: Ethanol 70% (M/M), Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)	0	2
2966	Hyoscyamus Niger Dil. D4, Bryonia Dil. D4, Drosera Dil. D4, Grindelia Robusta Dil. D4	0	2
2969	Dry Extract From Thyme Herb (6-10 : 1), Extracting Agent: Ethanol 70% (V/V)	0	2
2975	Lyophilized Bacterial Lysates, Lyophilized Bacterial Lysates Of: Haemophilus Influenzae Streptococcus (Diplococcus) Pneumoniae Klebsiella Pneumoniae And Ozaenae Staphylococcus Aureus Streptococcus Pyogenes And Viridans Moraxella (Branhamella / Neisseria)	0	2
2978	Amylocaine Hydrochloride, Liquid Guaiacol, Reconstituted Essential Oil Of Pine, Cineole	0	2
2982	Ivy Leaf Dry Extract (Ethanol 40% V/V), Der Native 6-7:1	0	2
2983	Tincture From Fresh Hedera Helix Herb (1:5.7-6.0). Extraction Solvent: Ethanol 51% (V/V), Tincture From Fresh Thymus Vulgaris Aerial Parts (1:8.0-8.2), Extraction Solvent: Ethanol 51% (V/V), Tincture From Glycyrrhiza Glabra Root (1:10-11), Extraction Solv	0	2
2987	Ephedrine Hydrochloride, Glaucine Hydrobromide	0	2
2991	Plantago Lanceolata Fluid Extract	0	2
2999	Liquid Extract From Marshmallow Root (1:20), Extraction Solvent: Water, Liquid Extract From Thyme Herb (1:2-2,5), Extraction Solvents: Ethanol 90% (V/V), Ammonia Solution 10%, Glycerol 85%, Water (35:0,5:10:54,5)	0	2
3000	Liquid Extract Of Sage Leaf (Der 1:4-6), Extraction Solvent: Ethanol 70%, Liquid Extract Of Thyme Herb (Der 1:4-6), Extraction Solvent: Ethanol 70%	0	2
3003	Dry Extract Of Thyme (7-13:1), Extraction Solvent: Water, Liquid Extract From Marshmallow Root (1:13), Extraction Solvent: Water	0	2
3027	Dry Extract (4 – 6 : 1) Of Thyme And Primula Root (25,0 : 4,2), Extraction Solvent: Water	0	2
3040	Argentum Metallicum Dil. D5, Kalanchoe Daigremontiana/Pinnata E Foliis Ferm 33b Dil. D3 (Hab, Vs. 33b), Uterus Bovis Gl Dil. D5 (Hab, Vs. 41c)	0	2
3041	Bryophyllum Rh Dil. D5, Conchae Dil. D7 Aquos.	0	2
3106	Calcium Trisodium Pentetate	0	2
3122	Marshmallow Root, Matricariae Flos, Fennel Fruit Sweet, Menthae Piperitae Herba, Liquorice Root	0	2
3134	Calcium Acetate Anhydrous	0	2
3138	Calcifediol Monohydrate	0	2
3150	Calcium Levofolinate Pentahydrate	0	2
3155	Heparin Calcium	0	2
3158	Betamethasone Dipropionate, Calcipotriol	0	2
3167	Calcium Glubionate, Calcium Lactobionate	0	2
3169	Calcium Lactate Gluconate Anhydrate, Calcium Lactobionate Dihydrate	0	2
3174	Calcium Dobesilate	0	2
3184	Calcium Pantothenate	0	2
3186	Quercus Robur/Petraea E Cortice Cum Calcio Carbonico = D6 Solution (Prepared From Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab Vs.23a) By 5 Malige Exponentiation With Saturated Aqueous Solution Of Calcium Carbonica E Cinere Quercus) (Hab, Sv5b)	0	2
3187	Quercus Robur/Petraea E Cortice Cum Calcio Carbonico = D6 Solution (Prepared From Quercus Robur/Petraea E Cortice, Decoctum Ø (Hab Vs.23a) By Four-Time Potentiation With Saturated Aqueous Solution Of Calcium Carbonica E Cinere Quercus And Subsequent Poten	0	2
3233	Alfa-Terpineol, Rosemary Oil, Cineole, Sylvestris Pine Oil, Thymus Essential Oil	0	2
3240	Amlodipine, Hydrochlorothiazide, Candesartan Cilexetil	0	2
3243	Camphor, Racemic	0	2
3255	Nabilone	0	2
3262	Clotrimazole, Hydrocortisone	0	2
3279	Dry Extract Of Capsella Bursa-Pastoris Herb (5 – 9 : 1), Extraction Solvent: 25 % Ethanol (V/V)	0	2
3281	Dimethyl Sulfoxide, Nonivamide, Camphor, Racemic, Benzyl Nicotinate, Turpentine Oil	0	2
3310	Carboprost Trometamol	0	2
3359	Agnus Castus Fruit	0	2
3369	Isosorbide Mononitrate, Diluted Ph. Eur.	0	2
3387	Antimonit Dil. D5, Argentum Metallicum Dil. D7, Betula Pendula Ferm 34e Dil. D4, Cartilago Articularis Bovis Gl Dil. D7 (Hab, Vs. 41b), Mandragora Officinarum E Radice Ferm 34d Dil. D4 (Hab, Vs. 34d)	0	2
3445	Calotropis Gigantea D4	0	2
3464	Cefatrizine	0	2
3479	Cefoxitin	0	2
3480	Cefradine Ph. Eur.	0	2
3482	Ceftriaxone Disodium Salt Hemiheptahydrate, Lidocaine Hydrochloride	0	2
3485	Ceftazidime, Sodium Carbonate	0	2
3488	Lidocaine Hydrochloride Monohydrate, Ceftriaxone	0	2
3498	Betamethasone Acetate, Betamethasone Sodium Phosphate	0	2
3508	Pramocaine Hydrochloride	0	2
3515	Dry Extract From Pelargonium Root (4-7:1), Extraction Solvent: Ethanol 14% (V/V)	0	2
3527	Cerebellum Bovis Gl Dil. D8 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D8 (Hab, Vs. 41a), Hypophysis Bovis Gl Dil. D8 (Hab, Vs. 41a), Iris Bovis Gl Dil. D8 (Hab, Vs. 41b), Medulla Oblongata Bovis Gl Dil. D8 (Hab, Vs. 41a), Nervus Opticus Bovis Gl	0	2
3529	Cerebellum Bovis Gl Dil. D8 (Hab, Vs. 41a), Corpora Quadrigemina Bovis Gl Dil. D8 (Hab, Vs. 41a), Epiphysis Bovis Gl Dil. D8 (Hab, Vs. 41a), Labyrinthus Bovis Gl Dil. D8 (Hab, Vs. 41a), Medulla Oblongata Bovis Gl Dil. D8 (Hab, Vs. 41a), Nervus Statoacusti	0	2
3545	Retinol Palmitate, Ascorbic Acid, Colecalciferol, Cyanocobalamin, Dexpanthenol, Folic Acid, Nicotinamide, Pyridoxine Hydrochloride, Riboflavin Sodium Phosphate Dihydrate, D-Biotin, Dl-Alpha-Tocopherol, Cocarboxylase Tetrahydrate	0	2
3575	Cetostearyl Alcohol	0	2
3594	Sodium Edetate	0	2
3599	Chelidonium Ferro Cultum Rh Dil. D3	0	2
3610	Quinidine Sulfate	0	2
3611	Quinine Sulfate Ph. Eur.	0	2
3612	Quinine Hydrochloride	0	2
3613	Quinine Dihydrochloride	0	2
3615	Prulifloxacin	0	2
3617	Ethanol (96 Per Cent), Propanol Ph. Eur.	0	2
3629	Chlorhexidine Gluconate, Isopropyl Alcohol Ph. Eur.	0	2
3633	Chlordiazepoxide Hydrochloride Bp	0	2
3638	Chlorhexidine Digluconate (20% Solution)	0	2
3639	Cetrimide, Chlorhexidine Acetate	0	2
3649	Heptaminol Hydrochloride	0	2
3651	Chlorpromazine	0	2
3680	Chondroitin Sulfate	0	2
3683	Tizanidine Hydrochloride	0	2
3719	Dexamethasone, Ciprofloxacin	0	2
3722	Cimetidine	0	2
3729	St. John's Wort Dry Extract (3.5-6.0:1), Extraction Solvent: Ethanol 60% (M/M), Dry Extract From Black Cohosh (4,5-8,5:1), Extraction Solvent: Ethanol 60% V/V	0	2
3735	Oxitriptan	0	2
3750	Ciprofibrate	0	2
3751	Ciprofloxacin Lactate	0	2
3771	Sodium Picosulfate, Magnesium Oxide, Light, Citric Acid	0	2
3795	Lactic Acid Ph. Eur., Salicylic Acid Ph. Eur.	0	2
3796	Diflucortolone Valerate	0	2
3815	Clebopride Hydrogen Maleate	0	2
3825	Simeticone, Potassium Chloride, Sodium Chloride, Sodium Citrate, Citric Acid Anhydrous, Sodium Sulfate Anhydrous, Macrogol 4000	0	2
3837	Clindamycin Hydrochloride Monohydrate	0	2
3838	Dipotassium Phosphate, Glycine, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, L-Lysine Hydrochloride, Glucose Monohydrate, Sodium Acetate Trihydrate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methioni	0	2
3839	Glycine, L-Lysine Hydrochloride, Glucose Monohydrate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Phenylalanine, L-Alanine	0	2
3860	Clodronate Disodium, Lidocaine Hydrochloride	0	2
3870	Clopidogrel Besilate	0	2
3900	Amiloride Hydrochloride, Furosemide	0	2
3912	Codeine Phosphate Bp, Paracetamol Ph. Eur.	0	2
3917	Coal Tar Solution, Salicylic Acid, Sulfur	0	2
3920	Carbo Vegetabilis C5, Cuprum Metallicum C5, Citrullus Colocynthis C9	0	2
3922	Dihydrocodeine Tartrate, Paracetamol	0	2
3932	Saccharomyces Boulardii Lyophilised	0	2
3943	Ergotamine Tartrate, Anhydrous Caffeine	0	2
3961	Colchicum, Tuber Rh Dil. D3	0	2
3982	Chlorphenamine Maleate, Pseudoephedrine Hydrochloride, Paracetamol	0	2
3986	Colecalciferol Concentrate (Oily Form)	0	2
3988	Disodium Phosphate, Sodium Dihydrogen Phosphate	0	2
4002	Colistimethate	0	2
4009	Colocynthis D 30, Colocynthis D2, Colocynthis D10, Colocynthis D200, Pseudognaphalium Obtusifolium D1, Pseudognaphalium Obtusifolium D10, Pseudognaphalium Obtusifolium D200, Pseudognaphalium Obtusifolium D30	0	2
4028	Pentosan Polysulfate Sodium	0	2
4033	Metformin Hydrochloride, Pioglitazone	0	2
4055	Estrogens Conjugated	0	2
4057	Argentum Metallicum Dil. D29 Aquos., Atropa Belladonna Ex Herba Ferm 33a Dil. D14 (Hab, Vs. 33a), Conjunctiva Bovis Gl Dil. D16 (Hab, Vs. 41b), Echinacea Pallida E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c), Quarz Dil. D19 Aquos.	0	2
4062	Heparin Sodium, Allantoin, Liquid Extract From Allium Cepa Bulb (0.16:1), Extraction Solvent: Water	0	2
4077	Glycerol, Ipecacuanha Liquid Extract, Standardised	0	2
4100	Levosimendan	0	2
4109	Metyrapone	0	2
4118	Fluocinolone Acetonide, Lidocaine Hydrochloride	0	2
4123	Hydrocortisone Acetate, Chloramphenicol	0	2
4144	Telmisartan, Amlodipine Besilate	0	2
4157	Hyssopus Officinalis, Burdock Radix	0	2
4158	Levomenthol, Squill Tincture, Liquiritiae Extractum Fluidum	0	2
4168	Colecalciferol, Nicotinic Acid, Calcium Gluconate	0	2
4172	Fresh Hawthorn Berries Tincture (1:3.5)	0	2
4203	Copper	0	2
4206	Dimeticone	0	2
4219	Serenoa Repens Fructus, Extractum Spissum	0	2
4252	Cyclopentolate Hydrochloride Bp	0	2
4281	Chlorhexidine Gluconate, Chlorocresol, Hexamidine Diisetionate	0	2
4283	Chlorocresol, Hexamidine Diisetionate, Chlorhexidine Digluconate (20% Solution)	0	2
4294	Dacarbazine	0	2
4295	Dacarbazine Citrate	0	2
4322	Dapagliflozin Propanediol Monohydrate	0	2
4341	Aconitum Napellus C6, Atropa Bella-Donna C6, Calendula Officinalis C6, Chelidonium Majus C6, Viburnum Opulus C6, Valeriana Officinalis C4	0	2
4358	Perphenazine	0	2
4372	Terazosin Hydrochloride	0	2
4396	Calcium Chloride, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Acetate, Sodium Chloride	0	2
4401	Calcium Chloride, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Acetate, Sodium Chloride, Glucose Monohydrate	0	2
4408	Demeclocycline Hydrochloride	0	2
4412	Glycine, Magnesium Chloride Hexahydrate, Potassium Chloride, Calcium Chloride Dihydrate, L-Lysine Acetate, Glucose Monohydrate, Sodium Acetate Trihydrate, Sodium Glycerophosphate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionin	0	2
4468	Methylprednisolone Acetate, Lidocaine Hydrochloride	0	2
4477	Menthol, Camphor, Eucalyptus Oil, Thymol, Turpentine Oil	0	2
4490	Triamcinolone Acetonide, Salicylic Acid	0	2
4502	Clotrimazole, Dexamethasone	0	2
4504	Carnitine Hydrochloride, Cyproheptadine Hydrochloride, Arginine Aspartate	0	2
4532	Dry Extract From Devil's Claw Root, Extraction Solvent: Ethanol 60% V/V	0	2
4541	Gentamicin Sulfate, Dexamethasone Dihydrogen Phosphate Disodium Ph. Eur.	0	2
4556	Lisdexamfetamine Diadipate	0	2
4564	Glucose, Anhydrous	0	2
4567	Colecalciferol, Sodium Fluoride	0	2
4580	Loperamide	0	2
4582	Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose, Sodium Lactate	0	2
4585	Calcium Chloride, Sodium Lactate Solution, Sodium Chloride, Glucose Monohydrate, Magnesium Chloride	0	2
4597	Diazepam Ph. Eur.	0	2
4600	Phenoxybenzamine Hydrochloride	0	2
4609	Dicloxacillin	0	2
4616	Disopyramide	0	2
4646	Aspidium (Dryopteris) Filix-Mas Folium Rec. Ethanol. Digest. D1, Polypodium Vulgare Folium Rec. Ethanol. Digest. D1, Scolopendrium (Phyllitis) Folium Rec. Ethanol. Digest. D1, Salix Alba Folium Rec. Ethanol. Digest. D1, Salix Viminalis Folium Rec. Ethanol	0	2
4647	Dryopteris Filix-Mas, Folium Rec., Ethanol. Digestio 1:3,1, Polypodium Vulgare, Folium Rec., Ethanol. Digestio 1:3,1, Salix Alba / Purpurea / Viminalis, Folium Rec., Ethanol. Digestio 1:3,1, Phyllitis Scolopendrium, Folium Rec., Ethanol. Digestio 1:3,1	0	2
4652	Digitoxin	0	2
4660	Potassium Dihydrogen Phosphate	0	2
4667	Dimenhydrinate Bp	0	2
4671	Docusate Sodium	0	2
4673	Vardenafil Hydrochloride	0	2
4697	Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Aurum Metallicum Dil. D14 Aquos., Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D7 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Phyllostachy	0	2
4698	Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b), Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D7 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Hypophysis Bovis Gl Dil. D7 (Hab, Vs. 41a), Nico	0	2
4701	Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D7 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Stibium Metallicum Dil. D7, Phyllostachys E No	0	2
4702	Argentum Metallicum Dil. D18 Aquos., Arnica Montana E Planta Tota Ferm 33c Dil. D18 (Hab, Vs. 33c), Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D6 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D5 (Hab, Vs. 41c), Gelsemium	0	2
4705	Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b), Disci Intervertebrales Cervicales, Thoracici Et Lumbales Bovis Gl Dil. D5 (Hab, Vs. 41b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Stannum Metallicum Dil. D5, Viscum Album (Mali)	0	2
4706	Acidum Ascorbicum D6, Acidum Picrinicum D6, Acidum Silicicum D6, Aesculus Hippocastanum D6, Ammonium Chloratum D8, Argentum Metallicum D10, Calcium Phosphoricum D10, Cartilago Suis D8, Cimicifuga Racemosa D4, Cinchona Pubescens D4, Citrullus Colocynthis D	0	2
4707	Asa Foetida D8, Hydrargyrum Oxydatum Rubrum D10, Kalmia Latifolia D8	0	2
4725	Clidinium Bromide, Diazepam	0	2
4730	Dapsone, Ferrous Oxalate	0	2
4735	Bearberry Leaves Dry Extract (3-4:1), Extraction Solvent Water	0	2
4752	Lidocaine Hydrochloride Monohydrate, Calcium Dobesilate Monohydrate	0	2
4760	Doxazosin, Finasteride	0	2
4770	Metamizole Magnesium Hexahydrate	0	2
4775	Peppermint Oil, Eucalyptus Oil, Rosemary Oil	0	2
4790	Donepezil	0	2
4810	Hop Strobile Tincture (1:12-13), Extraction Solvent: Ethanol 65% V/V, Tincture Of Valerian Root (1:10-11), Extraction Solvent: Ethanol 58% V/V	0	2
4830	Doxycycline (Anhydrous)	0	2
4846	Dry Extract Of Defatted Cucurbita Pepo Convar. Citrullina Var. Styriaca Seed (Der 21-36:1), Extraction Solvent Ethanol 60% M/M	0	2
4852	Extract Of Potentilla Anserina (1:1,7-2,2), Extraction Solvent: Ethanol 40 % (V/V), Extract Of Matricariae Flos (1:1,7-2,2), Extraction Solvent: Ethanol 45 % (V/V), Extract Of Liquiritiae Radix (1:1,7-2,2), Extraction Solvent: Ethanol 40 % (V/V), Extract	0	2
4857	Marshmallow Root, Thyme, Plantaginis Lanceolatae Folium	0	2
4864	Menthae Piperitae Folium	0	2
4872	Rhododendron D4, Rhus Toxicodendron D4, Calcium Phosphoricum D12, Causticum Hahnemanni D6, Berberis Vulgaris D4, Solanum Dulcamara D4, Strychnos Nux-Vomica D4	0	2
4874	Baryta Muriatica D12, Arnica Montana D6, Nitroglycerinum D6, Conium Maculatum D6, Phosphorus D12	0	2
4876	Avena Sativa D4, Valeriana D4, Eschscholtzia Californica D4, Humulus Lupulus D4, Coffea Arabica D4, Matricaria Recutita D4, Strychnos Ignatii D6, Passiflora Incarnata D4, Zincum Isovalerianicum D6	0	2
4878	Cimicifuga D4, Gelsemium Sempervirens D4, Iris Versicolor D4, Spigelia Anthelmia D4, Sanguinaria Canadensis Dil. D4	0	2
4916	Filipendula Ulmaria D12, Lithium Carbonicum D12, Strychnos Nux-Vomica D30, Ferrum Phosphoricum D12, Natrium Sulfuricum D30, Rhododendron D6	0	2
4919	Mercurius Solubilis Hahnemanni D30, Calcium Carbonicum Hahnemanni D30, Kalium Bichromicum D12, Sulfur D30, Hydrargyrum Sulfuratum Rubrum D12, Arsenicum Album D12, Pulsatilla Pratensis D12	0	2
4961	Phosphoric Acid D2, Nux Vomica D3, Cinnamomum Verum D2, Hydrastis Canadensis D2, Alfalfa D2, China D2, Avena Sativa D2, Calcarea Phosphorica D6, Magnesium Phosphoricum D6, Panax Ginseng D2	0	2
4962	Hydrargyrum Sulfuratum Rubrum D8, Pulsatilla Pratensis D6, Kalium Bichromicum D6, Calcium Carbonicum Hahnemanni D12	0	2
4992	Chlorhexidine Gluconate, Tetracaine Hydrochloride	0	2
5017	Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Algeldrate	0	2
5038	Diphtheria Toxoid, Tetanus Toxoid, Poliovirus (Inactivated) Type 3 (Saukett Strain), Poliovirus (Inactivated) Type 2 (Mef-1 Strain), Poliovirus (Inactivated) Type 1 (Mahoney Strain), Algeldrate	0	2
5051	Lactulose, Liquid	0	2
5062	Esomeprazole Magnesium	0	2
5089	Hydrogen Peroxide Solution (3 Per Cent)	0	2
5117	Press Juice Of Fresh And Flowering Echinacea Purpurea (1.5 - 2.5:1)	0	2
5118	Echinaceae Purpureae Herba Succus Expressus (1.5 - 2.5 : 1)	0	2
5119	Dry Pressed Juitce From Fresh Purple Coneflower Herb (22-65:1)	0	2
5122	Ascorbic Acid, Echinacea Purpurea Radix, Extract, Zinc	0	2
5129	Dried Pressed Juice From Fresh Flowering Purple Coneflower Herb (31.5 - 53.6 : 1)	0	2
5137	Tincture From Fresh Echinacea Purpurea Herb (1:12), Extraction Solvent: Ethanol 57.3% M/M, Aquous Extract Of Echinaceae Purpureae Radix (1:11) Extraction Solvent: Ethanol 57.3% (M/M)	0	2
5138	Dry Extract Of Fresh Echinacea Purpurea Herb (1:12), Extraction Solvent: Ethanol 65% V/V, Dry Extract Of Fresh Echinacea Purpurea Root (1:11), Extraction Solvent: Ethanol 65% V/V	0	2
5142	Dry Extract From Fresh Sage Leaf (1:17-18), Extraction Solvent: Ethanol 68% V/V, Tincture From Fresh Echinacea Purpurea Herb (1:12-13), Extraction Solvent: Ethanol 65% (V/V), Tincture From Fresh Echinacea Purpurea Root (1:11-12), Extraction Solvent: Ethan	0	2
5152	Shark-Liver Oil	0	2
5155	Phenoxymethylpenicillin Bp	0	2
5158	Tetracycline Hydrochloride Bp	0	2
5184	Potassium Iodide, Levothyroxine Sodium, Hydrate	0	2
5186	Magnesium Sulfate, Sodium Hydrogen Carbonate Pheur, Citric Acid, Anhydrous Ph. Eur.	0	2
5187	Hydrocortisone Aceponate	0	2
5188	Fluorometholone	0	2
5200	Fish Oil, Rich In Omega-3-Acids	0	2
5238	Potassium Chloride, Sodium Chloride, Sodium Lactate 60%	0	2
5262	Caraway Fruit, Fennel, Bitter, Matricariae Flos, Menthae Piperitae Folium, Pimpinella Anisum	0	2
5265	Melissa Leaf, Passiflorae Herba, Menthae Piperitae Folium, Valerianae Radix Pulverata	0	2
5285	Eltrombopag Olamine	0	2
5305	Hydrocortisone Acetate, Lidocaine Hydrochloride	0	2
5326	Tick-Borne Encephalitis Virus (Inactivated), Strain K23	0	2
5335	Iloprost Trometamol	0	2
5360	Budesonide, Micronised	0	2
5364	Euphrasia 3c D6, Hepar Sulfuris D12, Atropa Bella-Donna D6	0	2
5367	Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Dexpanthenol, Nicotinamide, Pyridoxine Hydrochloride, Folic Acid Hydrate, All-Rac-Phytomenadione, Dl-Alpha-Tocopherol	0	2
5391	Bacitracin, Hydrocortisone Butyrate, Tixocortol Pivalate, Bronopol, Budesonide, Chlorquinaldol, Clioquinol, Mercaptobenzothiazole, Disperse Blue 106, Gold Sodium Thiosulfate, Parthenolide, Diazolidinyl Urea, Imidurea	0	2
5392	Cinchocaine Hydrochloride, Neomycin Sulfate, Tetracaine Hydrochloride, Benzocaine, Butyl Parahydroxybenzoate, Ethyl Parahydroxybenzoate E214, Methyl Parahydroxybenzoate, Peru Balsam, Propyl Parahydroxybenzoate, Cobalt(Ii) Chloride, Colophony, Eugenol, Woo	0	2
5403	Eprosartan Mesilate	0	2
5436	Tiliae Flos, Thyme, Sambucus Nigra Flower	0	2
5448	Alnus Glutinosa Pollen	0	2
5455	Erythromycin Propionate	0	2
5456	Erythromycin, Benzoyl Peroxide	0	2
5458	Apis Mellifica Dil. D 2, Atropa Bella-Donna Dil. D2	0	2
5460	Erythromycin Ethylsuccinate Ph. Eur.	0	2
5472	Fraxinus Excelsior Pollen Extract	0	2
5485	Phospholipids From Soya Beans	0	2
5489	Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium Lactate	0	2
5496	Ethambutol	0	2
5501	Etifoxine Hydrochloride	0	2
5503	Naftazone	0	2
5505	Ethenzamide, Acetylsalicylic Acid, Caffeine	0	2
5514	Camphor, Racemic, Eucalyptus Oil, Pine Needle Oil (Pinus Sylvestris)	0	2
5523	Sennae Folium, Dry Extract From Rhubarb (Der 3-5: 1), Extraction Solvent: 70% Ethanol (V/V), Carbo Vegetabilis	0	2
5531	Phenazone	0	2
5542	Euphrasia Ferm 33c Dil. D2, Rosae Aetheroleum Dil. D7 (Hab, Vs. 5a, Lsg. D1 Mit Ethanol 94% (M/M))	0	2
5547	Crotamiton, Hydrocortisone	0	2
5595	Human Coagulation Factor Vii	0	2
5598	Distillate Of Fresh Leaves And Twigs Of Hamamelis Virginiana (1 : 1,12 – 2,08), Distillation Agent: Ethanol 6% W/W	0	2
5624	Febuxostat Hemihydrate	0	2
5628	Felbinac	0	2
5651	Quifenadine Hydrochloride	0	2
5652	Ipecacuanha, Prepared	0	2
5666	Ferriprotinate	0	2
5669	Sodium Ascorbate, Ferrous Sulfate	0	2
5671	Ascorbic Acid, Ferrous Sulfate	0	2
5677	Polysaccharide Iron Complex	0	2
5682	Cyanocobalamin, Folic Acid, Ferrous (Ii) Glycine Sulfate Complex	0	2
5693	Ferrous Fumarate Bp	0	2
5709	Ferrum-Quarz Ursubstanz	0	2
5715	Pheniramine Maleate, Tetryzoline Hydrochloride	0	2
5729	Nicoboxil, Nonivamide	0	2
5743	Aqueous Extract Of Triticum Aestivum	0	2
5759	Glycine Max L. (Soybean) Seed Extractum Siccum , Ethanol 60-70%	0	2
5771	Extract From Symphytum Officinale (1: 2): Extraction Solvent: Ethanol 60% (V/V)	0	2
5774	Cyclobenzaprine Hydrochloride	0	2
5795	B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), A/Victoria/4897/2022 (H1n1)pdm09-Like Strain (A/Victoria/4897/2022, Ivr-238), Influenza A Virus, A/Croatia/	0	2
5811	Acetylcysteine, Paracetamol	0	2
5839	Cyanocobalamin, Folic Acid	0	2
5840	Cyanocobalamin, Folic Acid Hydrate	0	2
