department_id	department_name	admission_year	ken_code	ken_description	insurance_provider_id	insurance_provider_name	hospitalization_count	total_base_cost	total_extra_charge_due_to_los_excess	total_revenue
4	ΜΕΘ	2025	Β20Μ	Κακοήθεια του αντρικού αναπαραγωγικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	1323.00	0.00	1323.00
4	ΜΕΘ	2025	Β20Χ	Κακοήθεια του αντρικού αναπαραγωγικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	413.00	1032.50	1445.50
4	ΜΕΘ	2025	Β21Α	Καλοήθης υπερτροφία προστάτη	4	Ιδιωτική Ασφάλεια Β	1	459.00	1377.00	1836.00
4	ΜΕΘ	2025	Β22Α	Φλεγμονή του αντρικού αναπαραγωγικού συστήματος	5	Ανασφάλιστος	1	545.00	1090.02	1635.02
4	ΜΕΘ	2025	Μ32Μβ	Επανεπεμβαση γόνατος με συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	9963.00	0.00	9963.00
4	ΜΕΘ	2025	Μ32Χ	Επανεπεμβαση γόνατος χωρίς καταστροφικές η συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	9147.00	0.00	9147.00
4	ΜΕΘ	2025	Μ60Α	Κατάγματα διάφυσης μηριαίου	3	Ιδιωτική Ασφάλεια Α	1	1720.00	0.00	1720.00
4	ΜΕΘ	2025	Μ61Μ	Κατάγματα περιφερικού μηριαίου με συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2210.00	0.00	2210.00
5	Επείγοντα	2025	Β23Α	Αντρική στείρωση	1	ΕΟΠΥΥ	1	316.00	2844.00	3160.00
5	Επείγοντα	2025	Β24Α	Άλλη διάγνωση αντρικού αναπαραγωγικού συστήματος	2	ΕΦΚΑ	1	296.00	2960.00	3256.00
5	Επείγοντα	2025	Γ01Α	Πυελική εξπλάχνιση και ριζική βουλβεκτομή	3	Ιδιωτική Ασφάλεια Α	1	2964.00	1482.00	4446.00
5	Επείγοντα	2025	Γ04Μ	Υστερεκτομή για μη κακοήθεια με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2062.00	0.00	2062.00
5	Επείγοντα	2025	Γ04Χ	Υστερεκτομή για μη κακοήθεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1525.00	0.00	1525.00
5	Επείγοντα	2025	Γ05Μ	Χειρουργική αφαίρεση ωοθηκών και σαλπίγγων για μη κακοήθεια με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	2147.00	0.00	2147.00
5	Επείγοντα	2025	Γ05Χ	Χειρουργική αφαίρεση ωοθηκών και σαλπίγγων για μη κακοήθεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	1374.00	1374.00	2748.00
5	Επείγοντα	2025	Γ06Μ	Επανορθωτική επέμβαση γυναικείου αναπαραγωγικού συστήματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1649.00	412.25	2061.25
5	Επείγοντα	2025	Γ06Χ	Επανορθωτική επέμβαση γυναικείου αναπαραγωγικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1264.00	2528.00	3792.00
5	Επείγοντα	2025	Γ07Α	Λοιπές επεμβάσεις μήτρας και εξαρτημάτων για μη κακοήθεια	5	Ανασφάλιστος	1	742.00	4452.00	5194.00
5	Επείγοντα	2025	Γ08Α	Ενδοσκοπικές και λαπαροσκοπικές Επεμβάσεις στο γυναικείο αναπαραγωγικό σύστημα	1	ΕΟΠΥΥ	1	719.00	5033.00	5752.00
5	Επείγοντα	2025	Γ09Α	Επεμβάσεις αΐδιου, τραχήλου και κόλπου	2	ΕΦΚΑ	1	418.00	1463.00	1881.00
5	Επείγοντα	2025	Γ10Α	Διαγνωστική υστεροσκόπηση απόξεση	3	Ιδιωτική Ασφάλεια Α	1	425.00	3825.00	4250.00
5	Επείγοντα	2025	Γ11Α	Άλλες επεμβάσεις στο γυναικείο αναπαραγωγικό σύστημα	4	Ιδιωτική Ασφάλεια Β	1	729.00	1944.00	2673.00
5	Επείγοντα	2025	Γ12Μ	Επέμβαση για κακοήθεια μήτρας και δευτερευόντων οργάνων με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	3576.00	1191.99	4767.99
5	Επείγοντα	2025	Γ12Χ	Επέμβαση για κακοήθεια μήτρας και δευτερευόντων οργάνων χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	1963.00	0.00	1963.00
5	Επείγοντα	2025	Γ20Μ	Κακοήθεια γυναικείου αναπαραγωγικού συστήματος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	1969.00	0.00	1969.00
5	Επείγοντα	2025	Γ20Χ	Κακοήθεια γυναικείου αναπαραγωγικού συστήματος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	755.00	0.00	755.00
5	Επείγοντα	2025	Γ21Α	Λοιμώξεις του γυναικείου αναπαραγωγικού συστήματος	4	Ιδιωτική Ασφάλεια Β	1	475.00	475.00	950.00
5	Επείγοντα	2025	Γ22Α	Διαταραχές εμμήνου ρύσεως και άλλες διαταραχές του γυναικείου αναπαραγωγικού συστήματος	5	Ανασφάλιστος	1	257.00	1028.00	1285.00
6	Ορθοπαιδική	2025	Δ01Μ	Μεταφορά μικροαγγειακού μοσχεύματος για διαταραχές δέρματος, υποδορίου ιστού και μαστού με καταστροφικές/σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές	1	ΕΟΠΥΥ	1	8557.00	0.00	8557.00
6	Ορθοπαιδική	2025	Δ01Χ	Μεταφορά μικροαγγειακού μοσχεύματος για διαταραχές δέρματος, υποδορίου ιστού και μαστού χωρίς καταστροφικές/σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές	2	ΕΦΚΑ	1	6452.00	0.00	6452.00
6	Ορθοπαιδική	2025	Δ06Α	Μείζονες επεμβάσεις μαστού	3	Ιδιωτική Ασφάλεια Α	1	1383.00	2305.00	3688.00
6	Ορθοπαιδική	2025	Δ07Α	Ελάσσονες επεμβάσεις μαστού	4	Ιδιωτική Ασφάλεια Β	1	605.00	4840.00	5445.00
6	Ορθοπαιδική	2025	Δ08Μ	Άλλες επεμβάσεις για δερματικό μόσχευμα και/ ή χειρουργικός καθαρισμός με συνυπάρχουσες παθήσεις – επιπλοκές	5	Ανασφάλιστος	1	2294.00	0.00	2294.00
6	Ορθοπαιδική	2025	Δ08Χ	Άλλες επεμβάσεις για δερματικό μόσχευμα και/ ή χειρουργικός καθαρισμός χωρίς συνυπάρχουσες παθήσεις – επιπλοκές	1	ΕΟΠΥΥ	1	791.00	3559.50	4350.50
6	Ορθοπαιδική	2025	Δ09Α	Περιοδικές επεμβάσεις και επεμβάσεις τριχοφωλεακού συριγγίου	2	ΕΦΚΑ	1	688.00	3440.00	4128.00
6	Ορθοπαιδική	2025	Δ10Α	Χειρουργικές επεμβάσεις πλαστικής δέρματος, υποδορίου ιστού και μαστού	3	Ιδιωτική Ασφάλεια Α	1	672.00	0.00	672.00
6	Ορθοπαιδική	2025	Δ11Α	Άλλες χειρουργικές επεμβάσεις πλαστικής δέρματος, υποδορίου ιστού και μαστού	4	Ιδιωτική Ασφάλεια Β	1	404.00	404.00	808.00
6	Ορθοπαιδική	2025	Δ12Μ	Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα, με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	4871.00	0.00	4871.00
6	Ορθοπαιδική	2025	Δ12Χα	Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα, χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές με επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού	1	ΕΟΠΥΥ	1	3097.00	0.00	3097.00
6	Ορθοπαιδική	2025	Δ12Χβ	Επεμβάσεις στα κάτω άκρα με έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές χωρίς επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού	2	ΕΦΚΑ	1	1774.00	0.00	1774.00
6	Ορθοπαιδική	2025	Δ13Μ	Επεμβάσεις στα κάτω άκρα χωρίς έλκος/ κυτταρίτιδα με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές ή με επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού	3	Ιδιωτική Ασφάλεια Α	1	2856.00	0.00	2856.00
6	Ορθοπαιδική	2025	Δ13Χ	Επεμβάσεις στα κάτω άκρα χωρίς έλκος/ κυτταρίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές, χωρίς επιδιόρθωση με δερματικό μόσχευμα ή μεταφορά δερματικού κρημνού	4	Ιδιωτική Ασφάλεια Β	1	915.00	686.25	1601.25
6	Ορθοπαιδική	2025	Δ14Α	Εκτεταμένη πλαστική αποκατάσταση στήθους	5	Ανασφάλιστος	1	4198.00	0.00	4198.00
6	Ορθοπαιδική	2025	Δ20Α	Δερματικά έλκη, την ίδια ημέρα	1	ΕΟΠΥΥ	1	171.00	1368.00	1539.00
6	Ορθοπαιδική	2025	Δ20Μ	Δερματικά έλκη με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	2669.00	0.00	2669.00
6	Ορθοπαιδική	2025	Δ20Χ	Δερματικά έλκη χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1471.00	326.88	1797.88
6	Ορθοπαιδική	2025	Δ22Μ	κακοήθεις παθήσεις του μαστου με συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	965.00	1351.00	2316.00
6	Ορθοπαιδική	2025	Δ22Χ	κακοήθεις παθήσεις του μαστου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	688.00	0.00	688.00
7	Πνευμονολογική	2025	Δ23Μ	μη-κακοήθεις παθήσεις του μαστου με συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	965.00	0.00	965.00
7	Πνευμονολογική	2025	Δ23Χ	μη-κακοήθεις παθήσεις του μαστου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	366.00	183.00	549.00
7	Πνευμονολογική	2025	Δ24Μ	Κυτταρίτιδα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1619.00	0.00	1619.00
7	Πνευμονολογική	2025	Δ24Χ	Κυτταρίτιδα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	802.00	200.50	1002.50
7	Πνευμονολογική	2025	Δ25Μ	Τραύμα στο δέρμα , υποδορίου και του μαστού με καταστ. η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1105.00	0.00	1105.00
7	Πνευμονολογική	2025	Δ25Χ	Τραύμα στο δέρμα , υποδορίου και του μαστού χωρίς καταστ. η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	350.00	875.00	1225.00
7	Πνευμονολογική	2025	Δ27Μ	Ελάσσονες παθήσεις του δέρματος	2	ΕΦΚΑ	1	708.00	1180.00	1888.00
7	Πνευμονολογική	2025	Δ27Χ	Ελάσσονες παθήσεις του δέρματος την ίδια ημέρα	3	Ιδιωτική Ασφάλεια Α	1	199.00	1592.00	1791.00
7	Πνευμονολογική	2025	Δ28Α	Μείζονες (μεγάλης βαρύτητας) παθήσεις την ίδια ημέρα	4	Ιδιωτική Ασφάλεια Β	1	382.00	3438.00	3820.00
7	Πνευμονολογική	2025	Δ28Μ	Μείζονες παθήσεις με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1969.00	196.90	2165.90
7	Πνευμονολογική	2025	Δ28Χ	Μείζονες παθήσεις χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	965.00	1930.00	2895.00
7	Πνευμονολογική	2025	Δ29Α	Κακοήθειες του δέρματος την ίδια ημέρα	2	ΕΦΚΑ	1	161.00	0.00	161.00
7	Πνευμονολογική	2025	Δ29Μ	Κακοήθειες του δέρματος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	2171.00	0.00	2171.00
7	Πνευμονολογική	2025	Δ29Χ	Κακοήθειες του δέρματος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1377.00	0.00	1377.00
7	Πνευμονολογική	2025	Ε01Α	Μεταμόσχευση ήπατος	5	Ανασφάλιστος	1	28907.00	0.00	28907.00
7	Πνευμονολογική	2025	Ε03Α	Μεταμόσχευση καρδιάς- πνευμόνων	1	ΕΟΠΥΥ	1	50379.00	0.00	50379.00
7	Πνευμονολογική	2025	Ε04Α	Μεταμοσχεύσεις Πνευμόνων	2	ΕΦΚΑ	1	30015.00	0.00	30015.00
7	Πνευμονολογική	2025	Ε05Α	Μεταμόσχευση Καρδιάς	3	Ιδιωτική Ασφάλεια Α	1	34279.00	0.00	34279.00
7	Πνευμονολογική	2025	Ε06Μ	Τραχειοστομία με μηχανική υποστήριξη αναπνοής > 95 ώρες με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	39863.00	0.00	39863.00
7	Πνευμονολογική	2025	Ε06Χα	Τραχειοστομία με μηχανική υποστήριξη αναπνοής > 95 ώρες χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές ή τραχειοστομία/(ή)μηχανική υποστήριξη αναπνοής > 95 ώρες με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	20597.00	0.00	20597.00
8	Νευρολογική	2025	Ε06Χβ	Μηχανική υποστήριξη αναπνοής > 95 ώρες χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	15548.00	0.00	15548.00
8	Νευρολογική	2025	Ε06Χγ	Τραχειοστομία χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	8261.00	0.00	8261.00
8	Νευρολογική	2025	Ε07Α	Αλλογενής μεταμόσχευση μυελού οστών	3	Ιδιωτική Ασφάλεια Α	1	26508.00	0.00	26508.00
8	Νευρολογική	2025	Ε08Μ	Αυτόλογη μεταμόσχευση μυελού οστών με καταστροφικές συνυπάρχουσες παθήσεις- επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	10017.00	0.00	10017.00
8	Νευρολογική	2025	Ε08Χ	Αυτόλογη μεταμόσχευση μυελού οστών χωρίς καταστροφικές συνυπάρχουσες παθήσεις- επιπλοκές	5	Ανασφάλιστος	1	3683.00	0.00	3683.00
8	Νευρολογική	2025	Ε09Α	Μεταμόσχευση νεφρού+παγκρέατος	1	ΕΟΠΥΥ	1	15346.00	0.00	15346.00
8	Νευρολογική	2025	Ε09Β	Μεταμόσχευση νεφρού χωρίς μεταμόσχευση παγκρέατος	2	ΕΦΚΑ	1	9669.00	0.00	9669.00
8	Νευρολογική	2025	Ε09Γ	Μεταμόσχευση παγκρέατος	3	Ιδιωτική Ασφάλεια Α	1	10706.00	0.00	10706.00
8	Νευρολογική	2025	Ε10Α	Εμφύτευση συσκευών κοιλιακής υποβοήθησης	4	Ιδιωτική Ασφάλεια Β	1	94009.00	0.00	94009.00
8	Νευρολογική	2025	Ε11Μ	Τοποθέτηση εμφυτεύσιμων συσκευών έγχυσης σπονδυλικής στήλης με καταστροφικές συνυπάρχουσες παθήσεις- επιπλοκές	5	Ανασφάλιστος	1	10704.00	0.00	10704.00
8	Νευρολογική	2025	Ε11Χ	Τοποθέτηση εμφυτεύσιμων συσκευών έγχυσης σπονδυλικής στήλης χωρίς καταστροφικές συνυπάρχουσες παθήσεις- επιπλοκές	1	ΕΟΠΥΥ	1	5302.00	1767.34	7069.34
8	Νευρολογική	2025	Ε12Α	Εμφύτευση συσκευής νευροδιέγερσης	2	ΕΦΚΑ	1	6414.00	12828.00	19242.00
8	Νευρολογική	2025	Ε13Α	Εξωσωματική συσκευή οξυγόνωσης ECMO	3	Ιδιωτική Ασφάλεια Α	1	37063.00	0.00	37063.00
8	Νευρολογική	2025	Ζ01Α	Μηχανική υποστήριξη αναπνοής για εγκαυματίες και σοβαρά ολικού πάχους εγκαύματα	4	Ιδιωτική Ασφάλεια Β	1	36068.00	0.00	36068.00
8	Νευρολογική	2025	Ζ02Μ	Λοιπά εγκαύματα και δερματικά μοσχεύματα με συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	7225.00	0.00	7225.00
8	Νευρολογική	2025	Ζ02Χ	Λοιπά εγκαύματα και δερματικά μοσχεύματα χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	2979.00	0.00	2979.00
8	Νευρολογική	2025	Ζ03Α	Λοιπές επεμβάσεις στο χειρουργείο για εγκαύματα	2	ΕΦΚΑ	1	2312.00	0.00	2312.00
8	Νευρολογική	2025	Ζ20Α	Εγκαύματα που διακομίστηκαν σε άλλη μονάδα < 5 ημέρες	3	Ιδιωτική Ασφάλεια Α	1	241.00	482.00	723.00
8	Νευρολογική	2025	Ζ21Α	Σοβαρά εγκαύματα	4	Ιδιωτική Ασφάλεια Β	1	848.00	0.00	848.00
8	Νευρολογική	2025	Ζ22Μ	Άλλα εγκαύματα με συνυπάρχουσες παθήσεις – επιπλοκές	5	Ανασφάλιστος	1	1167.00	0.00	1167.00
9	Ουρολογική	2025	Ζ22Χ	Άλλα εγκαύματα χωρίς συνυπάρχουσες παθήσεις – επιπλοκές	1	ΕΟΠΥΥ	1	397.00	794.00	1191.00
9	Ουρολογική	2025	Η01Μ	Αναστομώσεις πυλαίας-κάτω κοίλης, επεμβάσεις παγκρέατος, ήπατος και παρακάμψεις με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	7916.00	0.00	7916.00
9	Ουρολογική	2025	Η01Χ	Αναστομώσεις πυλαίας-κάτω κοίλης, επεμβάσεις παγκρέατος, ήπατος και παρακάμψεις χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	3682.00	526.00	4208.00
9	Ουρολογική	2025	Η02Μα	Μείζονες επεμβάσεις χοληφόρων με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	5111.00	0.00	5111.00
9	Ουρολογική	2025	Η02Μβ	Μείζονες επεμβάσεις χοληφόρων με σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	2578.00	286.44	2864.44
9	Ουρολογική	2025	Η02Χ	Μείζονες επεμβάσεις χοληφόρων χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	2079.00	1732.50	3811.50
9	Ουρολογική	2025	Η05Μ	Διαγνωστικές ηπατοχολικές παρεμβάσεις με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	4533.00	0.00	4533.00
9	Ουρολογική	2025	Η05Χ	Διαγνωστικές ηπατοχολικέςπαρεμβάσεις χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1393.00	0.00	1393.00
9	Ουρολογική	2025	Η06Μ	Λοιπές Διαγνωστικές ηπατοχολικές χειρουργικές παρεμβάσεις και παρεμβάσεις παγκρέατος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	4646.00	0.00	4646.00
9	Ουρολογική	2025	Η06Χ	Λοιπές Διαγνωστικές ηπατοχολικές χειρουργικές παρεμβάσεις και παρεμβάσεις παγκρέατος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1556.00	0.00	1556.00
9	Ουρολογική	2025	Η07Μ	Ανοιχτή χολοκυστεκτομή με κλειστό χοληδόχο πόρο ή με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	4299.00	0.00	4299.00
9	Ουρολογική	2025	Η07Χ	Ανοιχτή χολοκυστεκτομή χωρίς κλειστό χοληδόχο πόρο χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	2037.00	0.00	2037.00
9	Ουρολογική	2025	Η08Μ	Λαπαρασκοπική χολοκυστεκτομή με κλειστό χοληδόχο πόρο ή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	2111.00	0.00	2111.00
9	Ουρολογική	2025	Η08Χ	Λαπαρασκοπική χολοκυστεκτομή χωρίς κλειστό χοληδόχο πόρο χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1273.00	3182.50	4455.50
9	Ουρολογική	2025	Η20Μ	Ενδοσκοπικές επεμβάσεις για αιμορραγία κιρσων του οισοφάγου με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	3561.00	0.00	3561.00
9	Ουρολογική	2025	Η20Χ	Ενδοσκοπικές επεμβάσεις για αιμορραγία κιρσων του οισοφάγου χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	1517.00	1213.60	2730.60
9	Ουρολογική	2025	Η23Μ	Ενδοσκοπική παλίνδρομη χολαγειοπαγκρεατογραφία με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	2552.00	0.00	2552.00
9	Ουρολογική	2025	Η23Χ	Ενδοσκοπική παλίνδρομη χολαγειοπαγκρεατογραφία χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	786.00	2096.00	2882.00
9	Ουρολογική	2025	Η40Μα	Κίρρωση και αλκοολική ηπατίτιδα με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2654.00	0.00	2654.00
9	Ουρολογική	2025	Η40Μβ	Κίρρωση και αλκοολική ηπατίτιδα με σοβαρές ή μεσαίας βαρύτητας συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	965.00	0.00	965.00
10	Γαστρεντερολογική	2025	Η40Χ	Κίρρωση και αλκοολική ηπατίτιδα χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	366.00	0.00	366.00
10	Γαστρεντερολογική	2025	Η41Μ	Κακοήθεια του ηπατοχολικού συστήματος και παγκρέατος με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	1930.00	0.00	1930.00
10	Γαστρεντερολογική	2025	Η41Χ	Κακοήθεια του ηπατοχολικού συστήματος και παγκρέατος χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	872.00	0.00	872.00
10	Γαστρεντερολογική	2025	Η42Μ	Διαταραχές παγκρέατος χωρίς κακοήθεια με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1938.00	0.00	1938.00
10	Γαστρεντερολογική	2025	Η42Χ	Διαταραχές παγκρέατος χωρίς κακοήθεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	708.00	708.00	1416.00
10	Γαστρεντερολογική	2025	Η43Μ	Διαταραχές ήπατος χωρίς κακοήθεια, Κύρωση, αλκοολική ηπατίτιδα με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	1813.00	0.00	1813.00
10	Γαστρεντερολογική	2025	Η43Χ	Διαταραχές ήπατος χωρίς κακοήθεια, Κύρωση, αλκοολική ηπατίτιδα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	521.00	1563.00	2084.00
10	Γαστρεντερολογική	2025	Η44Μ	Δαταραχές των χοληφόρων με συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1198.00	599.01	1797.01
10	Γαστρεντερολογική	2025	Η44Χ	Δαταραχές των χοληφόρων με/ χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	436.00	1744.00	2180.00
10	Γαστρεντερολογική	2025	Θ01Μ	Διαβητικες επιπλοκές με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	6202.00	0.00	6202.00
10	Γαστρεντερολογική	2025	Θ01Χ	Διαβητικες επιπλοκες χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	2801.00	0.00	2801.00
10	Γαστρεντερολογική	2025	Θ02Μ	Επεμβάσεις υποφύσεως με συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	5135.00	0.00	5135.00
10	Γαστρεντερολογική	2025	Θ02Χ	Επεμβάσεις υποφύσεως χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	3515.00	0.00	3515.00
10	Γαστρεντερολογική	2025	Θ03Α	Επεμβάσεις επινεφριδίου	4	Ιδιωτική Ασφάλεια Β	1	3297.00	0.00	3297.00
10	Γαστρεντερολογική	2025	Θ04Μ	Μείζονες ( εξαιρετικά βαριές ) Επεμβασεις για την Παχυσαρκια με συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	4378.00	0.00	4378.00
10	Γαστρεντερολογική	2025	Θ04Χ	Μείζονες ( εξαιρετικά βαριές ) Επεμβασεις για την Παχυσαρκια χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	2848.00	4272.00	7120.00
10	Γαστρεντερολογική	2025	Θ05Μ	Επεμβάσεις παραθυρεοειδών με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	2587.00	0.00	2587.00
10	Γαστρεντερολογική	2025	Θ05Χ	Επεμβάσεις παραθυρεοειδών χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1218.00	3045.00	4263.00
